Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
254|cranky-noetherlx6|18|1:02:15|0:01:58|0|0:20:18|1|0:29:54|0|0:57:15|0|
255|xin-xiang-yuan-fang|18|1:02:16|0:01:19|0|0:08:57|0|0:20:08|0|0:57:16|1|
256|long-y|18|1:02:16|0:01:46|0|0:12:40|0|0:28:50|1|0:47:16|2|
257|lonercoder101|18|1:02:24|0:09:18|0|0:08:02|0|0:32:40|0|1:02:24|0|
258|jma212|18|1:02:33|0:01:40|0|0:10:59|0|0:43:49|1|0:57:33|0|
259|ruo-ne-2|18|1:02:34|0:02:18|0|0:09:10|0|0:19:25|1|0:47:34|2|
260|PARTHA04|18|1:02:45|0:01:45|0|0:16:18|0|0:24:03|0|0:57:45|1|
261|Dengxj|18|1:02:50|0:01:47|0|0:22:27|0|0:40:58|0|1:02:50|0|
262|simpleson|18|1:02:58|0:01:16|0|0:10:01|0|0:18:59|0|0:57:58|1|
263|shiva1718|18|1:03:01|0:02:03|0|0:04:15|0|0:22:56|0|0:53:01|2|
264|wssx349|18|1:03:06|0:01:30|0|0:12:07|0|0:18:22|0|0:58:06|1|
265|KateMelnykova|18|1:03:13|0:01:25|0|0:10:51|0|0:26:47|0|0:48:13|3|
266|dengyun|18|1:03:19|0:07:47|0|0:14:14|0|0:27:17|0|0:53:19|2|
267|rkg1007|18|1:03:21|0:02:15|0|0:13:08|0|0:24:45|0|0:58:21|1|
268|sshang|18|1:03:30|0:01:19|0|0:53:30|0|0:09:49|0|0:45:06|2|
269|jsdtlz|18|1:03:46|0:01:31|0|0:32:03|1|0:25:20|0|0:58:46|0|
270|zx2018|18|1:03:51|0:02:42|0|0:13:30|0|0:29:08|0|0:58:51|1|
271|0222_|18|1:03:52|0:01:35|0|0:20:03|1|0:27:17|0|0:48:52|2|
272|mopriestt|18|1:04:04|0:01:31|0|0:20:46|1|0:31:06|0|0:49:04|2|
273|Maruzensky|18|1:04:07|0:01:08|0|0:16:50|0|0:12:55|0|1:04:07|0|
274|jonowo|18|1:04:09|0:01:00|0|0:15:55|0|0:24:52|0|1:04:09|0|
275|goodname-b|18|1:04:09|0:02:30|0|0:08:09|0|0:28:35|0|1:04:09|0|
276|igorlifar|18|1:04:10|0:02:18|0|0:18:18|3|0:31:11|2|0:39:10|0|
277|beyond-57i|18|1:04:13|0:47:27|0|0:47:18|0|0:47:10|0|0:54:13|2|
278|jfantasy90|18|1:04:14|0:04:21|0|0:07:56|0|0:17:49|0|0:59:14|1|
