Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
202|lixiangfan97|13|1:34:59|1:08:09|0|1:14:59|0|-1|-1|1:04:16|4|
203|noxe|13|1:41:09|0:02:26|1|0:08:14|1|-1|-1|1:01:09|6|
204|garett|13|1:48:01|0:04:08|1|0:10:45|0|-1|-1|1:23:01|4|
205|tabris_|13|1:49:03|0:02:20|0|0:07:03|0|-1|-1|1:19:03|6|
206|walkerlikesfish|13|1:51:12|0:06:10|0|0:21:51|3|-1|-1|1:16:12|4|
207|user3202T|13|1:52:55|0:07:51|0|0:15:58|2|-1|-1|1:27:55|3|
208|shua-ti-shi-wo-bian-qiang|13|1:53:46|0:03:08|0|0:08:49|1|-1|-1|1:28:46|4|
209|aslfje123|13|2:18:32|0:02:17|0|0:09:51|3|-1|-1|1:28:32|7|
210|fanqiexi|13|2:33:55|0:25:00|0|1:28:55|5|-1|-1|1:22:33|8|
211|lddlinan|12|0:14:28|0:02:10|0|0:06:48|0|0:14:28|0|-1|-1|
212|tian-tang-6|12|0:15:52|0:01:26|0|0:05:54|0|0:15:52|0|-1|-1|
213|pku_erutan|12|0:17:07|0:01:48|0|0:05:16|1|0:12:07|0|-1|-1|
214|lunaticge|12|0:17:21|0:01:49|0|0:07:37|0|0:17:21|0|-1|-1|
215|w285714|12|0:17:23|0:01:36|0|0:04:52|0|0:17:23|0|-1|-1|
216|infmount|12|0:17:44|0:01:25|0|0:05:27|0|0:17:44|0|-1|-1|
217|skywalkert|12|0:17:45|0:03:11|0|0:09:31|0|0:17:45|0|-1|-1|
218|sun-man-man|12|0:18:14|0:01:43|0|0:07:21|0|0:18:14|0|-1|-1|
219|a_good_loser|12|0:18:59|0:02:10|0|0:08:47|0|0:18:59|0|-1|-1|
220|maxxjq|12|0:19:28|0:02:50|0|0:07:49|0|0:19:28|0|-1|-1|
221|CosmicWolf|12|0:19:41|0:01:45|0|0:07:30|0|0:19:41|0|-1|-1|
222|gomamon|12|0:19:58|0:01:45|0|0:07:03|0|0:19:58|0|-1|-1|
223|DCXiaoBing|12|0:19:59|0:03:10|0|0:08:42|0|0:19:59|0|-1|-1|
224|koishi514|12|0:20:07|0:01:58|0|0:08:04|1|0:15:07|0|-1|-1|
225|chejianchao|12|0:20:21|0:03:11|0|0:07:06|0|0:20:21|0|-1|-1|
226|weeeed|12|0:20:28|0:02:14|0|0:06:32|0|0:20:28|0|-1|-1|
227|huaiyan|12|0:20:46|0:03:51|0|0:07:10|0|0:20:46|0|-1|-1|
228|please_AC|12|0:21:01|0:04:11|0|0:10:42|0|0:21:01|0|-1|-1|
229|hdchen|12|0:21:53|0:01:57|0|0:07:27|0|0:21:53|0|-1|-1|
230|yrclamb|12|0:21:57|0:03:22|0|0:09:28|0|0:21:57|0|-1|-1|
231|vipjml|12|0:22:25|0:02:33|0|0:11:15|0|0:22:25|0|-1|-1|
232|nayakashutosh9|12|0:23:09|0:02:16|0|0:09:47|0|0:23:09|0|-1|-1|
233|cyn3966|12|0:23:28|0:02:17|0|0:08:05|0|0:23:28|0|-1|-1|
234|_-_-_-|12|0:23:53|0:02:44|0|0:07:35|1|0:18:53|0|-1|-1|
235|robinken|12|0:23:55|0:03:14|0|0:09:31|0|0:23:55|0|-1|-1|
236|cuiaoxiang|12|0:24:02|0:01:15|0|0:07:23|1|0:19:02|0|-1|-1|
237|user1841|12|0:24:21|0:02:46|0|0:08:04|0|0:24:21|0|-1|-1|
238|foreveriii|12|0:24:26|0:01:50|0|0:05:39|0|0:19:26|1|-1|-1|
239|azala|12|0:24:43|0:02:01|0|0:06:22|0|0:24:43|0|-1|-1|
240|yi-xie-zhi-qiu-85|12|0:24:51|0:01:44|0|0:06:09|1|0:19:51|0|-1|-1|
241|wxy9018|12|0:25:04|0:03:44|0|0:07:07|1|0:20:04|0|-1|-1|
242|NerdyCoder|12|0:25:48|0:01:57|0|0:08:22|1|0:20:48|0|-1|-1|
243|jiang-nan-tu-dou|12|0:26:15|0:05:30|0|0:12:52|0|0:26:15|0|-1|-1|
244|foxtail|12|0:26:17|0:02:58|0|0:08:15|1|0:21:17|0|-1|-1|
245|peterrockwave|12|0:26:24|0:02:46|0|0:10:54|0|0:26:24|0|-1|-1|
246|mathbookpeace|12|0:26:37|0:02:21|0|0:09:47|0|0:26:37|0|-1|-1|
247|dianhsu|12|0:26:45|0:02:34|0|0:08:11|0|0:26:45|0|-1|-1|
248|acerunner|12|0:26:48|0:02:53|0|0:07:29|0|0:26:48|0|-1|-1|
249|BlackpinkLisa|12|0:27:00|0:01:54|0|0:10:41|0|0:27:00|0|-1|-1|
250|jianghd1996|12|0:27:27|0:02:25|0|0:05:40|0|0:27:27|0|-1|-1|
251|zzq-_-|12|0:27:52|0:03:09|0|0:09:13|0|0:27:52|0|-1|-1|
252|heLeet|12|0:27:55|0:01:24|0|0:05:21|0|0:27:55|0|-1|-1|
253|louiezhang|12|0:28:02|0:02:26|0|0:08:14|0|0:28:02|0|-1|-1|
254|Zhang957|12|0:28:08|0:02:03|0|0:07:24|1|0:23:08|0|-1|-1|
255|pze168|12|0:28:11|0:03:05|0|0:10:52|0|0:28:11|0|-1|-1|
256|Bakerston|12|0:28:24|0:02:26|0|0:08:12|0|0:28:24|0|-1|-1|
257|Yuzu_sofa|12|0:28:26|0:03:24|0|0:08:12|0|0:23:26|1|-1|-1|
258|kirill_a_krasilnikov|12|0:28:44|0:04:23|0|0:11:23|0|0:28:44|0|-1|-1|
259|Gaspy|12|0:29:04|0:04:11|0|0:11:33|0|0:29:04|0|-1|-1|
260|jackiesteed|12|0:29:05|0:02:17|0|0:09:06|0|0:29:05|0|-1|-1|
261|HowToPlayO_O|12|0:29:13|0:01:39|0|0:06:06|0|0:24:13|1|-1|-1|
262|aTastyStrawberry|12|0:29:27|0:03:22|0|0:10:36|0|0:29:27|0|-1|-1|
263|acme|12|0:29:44|0:04:38|0|0:12:17|0|0:29:44|0|-1|-1|
264|lazyegg_kwy|12|0:29:51|0:02:09|0|0:07:52|0|0:24:51|1|-1|-1|
265|FighterNan|12|0:29:54|0:03:26|0|0:09:42|0|0:29:54|0|-1|-1|
266|lilydenris|12|0:29:54|0:01:47|0|0:07:28|2|0:19:54|0|-1|-1|
267|dedpoolman|12|0:30:14|0:02:53|0|0:10:28|0|0:30:14|0|-1|-1|
268|lovelydays95|12|0:30:20|0:04:37|0|0:11:30|0|0:25:20|1|-1|-1|
269|chenfan_braveheart|12|0:30:27|0:03:39|0|0:09:19|0|0:30:27|0|-1|-1|
270|jrengineer|12|0:30:35|0:02:01|0|0:09:09|0|0:30:35|0|-1|-1|
271|kresna|12|0:30:58|0:02:12|0|0:13:13|1|0:25:58|0|-1|-1|
272|hanzhoutang|12|0:31:02|0:02:55|0|0:10:30|0|0:31:02|0|-1|-1|
273|nshal|12|0:31:02|0:03:24|0|0:14:15|0|0:31:02|0|-1|-1|
274|cc0408|12|0:31:11|0:03:50|0|0:09:27|0|0:31:11|0|-1|-1|
275|silvernarcissus|12|0:31:12|0:01:41|0|0:06:22|2|0:21:12|0|-1|-1|
276|ayushgoyal20|12|0:31:16|0:02:35|0|0:06:38|0|0:31:16|0|-1|-1|
277|philip2207|12|0:31:23|0:05:36|1|0:10:36|0|0:21:23|1|-1|-1|
278|thhsu|12|0:31:24|0:03:58|0|0:17:35|1|0:26:24|0|-1|-1|
279|yubing93|12|0:31:29|0:03:42|0|0:10:36|1|0:26:29|0|-1|-1|
280|primeg|12|0:31:52|0:02:46|0|0:08:37|1|0:26:52|0|-1|-1|
281|hosea|12|0:31:53|0:01:58|0|0:06:02|0|0:26:53|1|-1|-1|
282|anilmuthigi|12|0:32:01|0:03:48|0|0:11:25|0|0:32:01|0|-1|-1|
283|lwpyr|12|0:32:06|0:04:02|0|0:13:44|0|0:32:06|0|-1|-1|
284|user-not-found|12|0:32:16|0:01:45|0|0:06:44|1|0:27:16|0|-1|-1|
285|mskwon|12|0:32:21|0:02:53|0|0:10:08|0|0:32:21|0|-1|-1|
