Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|xiaowuc1|18|0:18:49|0:00:47|0|0:04:00|0|0:13:49|0|0:11:16|1|
2|blin00|18|0:19:03|0:01:34|0|0:07:30|0|0:13:26|0|0:19:03|0|
3|uwi|18|0:19:48|0:02:19|1|0:08:06|0|0:10:51|0|0:14:48|0|
4|huangyuyang|18|0:19:50|0:01:46|0|0:07:54|0|0:12:37|0|0:19:50|0|
5|JOHNKRAM|18|0:20:44|0:01:59|0|0:08:48|0|0:13:10|0|0:20:44|0|
6|nthistle|18|0:21:04|0:01:39|0|0:05:39|0|0:11:21|0|0:21:04|0|
7|tian-tang-6|18|0:23:28|0:02:26|0|0:09:35|0|0:16:27|0|0:23:28|0|
8|heyshb|18|0:24:41|0:01:25|0|0:07:45|0|0:14:28|0|0:24:41|0|
9|jtjl|18|0:26:19|0:01:54|0|0:26:19|0|0:09:20|0|0:21:04|0|
10|lsmll|18|0:26:24|0:02:30|0|0:08:10|0|0:15:28|0|0:26:24|0|
11|LayCurse|18|0:28:08|0:01:41|0|0:28:08|0|0:13:11|0|0:24:13|0|
12|ychzhou|18|0:28:13|0:02:43|0|0:08:56|0|0:13:56|0|0:28:13|0|
13|qingczha|18|0:28:29|0:06:07|0|0:07:15|0|0:11:53|0|0:23:29|1|
14|int65536|18|0:28:42|0:01:29|0|0:07:23|0|0:12:07|0|0:23:42|1|
15|lucifer1004|18|0:28:43|0:01:58|0|0:08:18|0|0:19:46|1|0:23:43|0|
16|endlesscheng|18|0:29:29|0:02:01|0|0:29:29|0|0:21:41|0|0:16:08|0|
17|kmjp|18|0:31:13|0:01:32|0|0:08:19|0|0:12:15|1|0:26:13|0|
18|DylanSmith|18|0:31:25|0:01:50|0|0:07:16|0|0:12:01|0|0:31:25|0|
19|hank55663|18|0:33:13|0:01:39|0|0:09:26|1|0:17:58|0|0:28:13|0|
20|LighTcml|18|0:34:10|0:03:07|0|0:21:26|0|0:34:10|0|0:12:29|0|
21|Akatsuki_|18|0:34:30|0:02:03|0|0:12:42|2|0:16:58|0|0:24:30|0|
22|tiger2005|18|0:34:33|0:03:45|0|0:15:49|0|0:24:33|0|0:34:33|0|
23|ajinkya1p3|18|0:34:53|0:02:22|0|0:10:32|1|0:17:07|0|0:29:53|0|
24|A_Le_K|18|0:36:39|0:03:57|1|0:10:21|0|0:17:58|0|0:31:39|0|
25|cloudstrife0142|18|0:37:45|0:02:41|0|0:13:33|0|0:24:30|0|0:37:45|0|
26|plus2047|18|0:38:49|0:02:36|0|0:12:11|0|0:21:36|0|0:38:49|0|
27|darrenhp|18|0:39:30|0:02:39|1|0:12:28|0|0:22:12|0|0:34:30|0|
28|bmu|18|0:41:03|0:02:08|0|0:18:08|0|0:11:06|0|0:36:03|1|
29|xh286286|18|0:41:13|0:03:13|0|0:12:34|0|0:19:36|0|0:41:13|0|
30|wifiii|18|0:42:07|0:01:36|0|0:17:17|2|0:32:07|0|0:25:48|0|
31|thuczh|18|0:42:08|0:02:15|0|0:13:29|0|0:19:46|0|0:42:08|0|
32|superluminal|18|0:42:22|0:02:22|0|0:11:46|1|0:19:05|0|0:37:22|0|
33|htedsv-i|18|0:42:46|0:02:06|0|0:14:14|1|0:22:06|1|0:32:46|0|
34|polonez|18|0:44:28|0:04:06|0|0:11:51|1|0:17:21|0|0:39:28|0|
35|zhanhaosen233|18|0:44:34|0:01:41|0|0:13:18|1|0:17:51|0|0:39:34|0|
36|zqy1018|18|0:44:49|0:01:55|0|0:39:49|1|0:17:05|0|0:26:06|0|
37|ac130h|18|0:45:54|0:01:54|0|0:15:16|0|0:23:20|0|0:45:54|0|
38|goffrie|18|0:46:01|0:00:56|0|0:05:07|0|0:08:44|0|0:26:01|4|
39|flyman3046|18|0:46:18|0:03:20|0|0:16:32|0|0:25:24|0|0:46:18|0|
40|lkh1018|18|0:46:19|0:03:26|0|0:16:45|0|0:28:27|0|0:46:19|0|
