Rank Name Score Finish Time Q1 (5) Q2 (5) Q3 (6) Q4 (6)
1|Dymonchyk|22|0:13:44|0:02:05|0|0:05:47|0|0:10:07|0|0:13:44|0|
2|badgergo|22|0:15:27|0:02:02|0|0:04:09|0|0:09:10|0|0:15:27|0|
3|cuiaoxiang|22|0:16:41|0:03:17|0|0:06:28|0|0:10:10|0|0:16:41|0|
4|NEU20133823|22|0:16:52|0:02:32|0|0:04:54|0|0:11:14|0|0:16:52|0|
5|lbjlc|22|0:17:34|0:02:09|0|0:05:27|0|0:11:25|0|0:17:34|0|
6|hanshaohey|22|0:18:13|0:01:43|0|0:05:33|0|0:14:05|0|0:18:13|0|
7|__Chaos__|22|0:18:40|0:18:40|0|0:15:08|0|0:11:53|0|0:07:01|0|
8|uwi|22|0:19:05|0:02:46|0|0:07:03|0|0:13:32|0|0:19:05|0|
9|waakaaka|22|0:19:32|0:03:51|0|0:08:59|0|0:14:28|0|0:19:32|0|
10|vieta|22|0:19:44|0:03:38|0|0:08:21|0|0:14:19|0|0:19:44|0|
11|rickytheta|22|0:20:15|0:04:10|0|0:09:39|1|0:13:00|0|0:15:15|0|
12|liouzhou_101|22|0:20:32|0:05:10|0|0:08:21|0|0:12:59|0|0:20:32|0|
13|superluminal|22|0:21:34|0:02:41|0|0:06:20|0|0:12:34|0|0:21:34|0|
14|dotuas|22|0:21:36|0:03:16|0|0:06:24|0|0:11:13|0|0:21:36|0|
15|natsugiri|22|0:21:54|0:04:28|0|0:08:28|0|0:14:43|0|0:21:54|0|
16|satanic0258|22|0:22:54|0:01:45|0|0:07:06|0|0:11:13|0|0:17:54|1|
17|daltao|22|0:22:57|0:03:44|0|0:07:17|0|0:15:27|0|0:22:57|0|
18|Kmcode|22|0:23:09|0:11:13|0|0:18:09|1|0:13:08|0|0:16:33|0|
19|ZihanWang98|22|0:25:07|0:04:15|0|0:09:06|0|0:13:29|0|0:20:07|1|
20|YangZhenjian|22|0:25:21|0:03:40|0|0:07:44|0|0:13:59|0|0:25:21|0|
21|pjincz|22|0:25:23|0:04:41|0|0:09:09|0|0:25:23|0|0:22:08|0|
22|xietiansh|22|0:25:27|0:02:21|0|0:06:15|0|0:12:28|0|0:25:27|0|
23|Xuderian|22|0:26:04|0:05:04|0|0:02:43|0|0:11:49|0|0:21:04|1|
24|mopriestt|22|0:26:22|0:05:12|0|0:11:59|0|0:19:40|0|0:26:22|0|
25|tylerwang|22|0:26:26|0:04:06|0|0:10:49|0|0:26:26|0|0:20:23|0|
26|multipass|22|0:26:50|0:04:09|0|0:07:36|0|0:26:50|0|0:16:10|0|
27|lee0560|22|0:26:54|0:05:04|0|0:08:38|0|0:16:13|0|0:26:54|0|
28|yubowenok|22|0:27:07|0:03:25|0|0:07:42|0|0:13:33|0|0:27:07|0|
29|lg52931|22|0:27:33|0:01:43|0|0:05:49|1|0:08:22|0|0:12:33|2|
30|nevergiveup|22|0:27:52|0:07:21|0|0:10:36|0|0:16:07|0|0:27:52|0|
31|cniawk46|22|0:28:26|0:02:57|0|0:09:10|1|0:13:48|0|0:23:26|0|
32|pmnoxx|22|0:28:36|0:03:08|0|0:09:44|1|0:17:18|0|0:23:36|0|
33|kn4|22|0:28:46|0:07:51|0|0:13:43|0|0:21:48|0|0:28:46|0|
34|17gaziz|22|0:28:48|0:03:32|0|0:07:35|0|0:18:44|0|0:28:48|0|
35|user1742|22|0:28:56|0:02:47|0|0:06:45|1|0:17:26|0|0:23:56|0|
36|hahahiehie|22|0:29:01|0:06:39|0|0:11:49|0|0:19:02|0|0:29:01|0|
