Rank Name Score Finish Time Q1 (3) Q2 (6) Q3 (8) Q4 (10)
1|uwi|27|0:30:43|0:08:41|0|0:10:21|0|0:14:29|0|0:30:43|0|
2|watashi|27|0:42:36|0:07:10|0|0:08:35|0|0:14:33|1|0:27:36|2|
3|saffah|27|0:44:40|0:07:18|0|0:07:33|0|0:12:18|1|0:29:40|2|
4|nevergiveup|27|0:47:09|0:08:17|0|0:10:13|0|0:20:28|0|0:47:09|0|
5|lixx2100|27|0:51:30|0:07:30|0|0:10:43|0|0:19:15|0|0:41:30|2|
6|wcwswswws|27|0:52:30|0:08:46|0|0:10:25|0|0:20:37|0|0:52:30|0|
7|superluminal|27|0:52:53|0:09:08|0|0:11:14|0|0:24:12|0|0:47:53|1|
8|wormtooth|27|0:53:59|0:10:05|0|0:13:07|0|0:28:06|0|0:53:59|0|
9|dbdbdb|27|0:54:47|0:07:55|0|0:10:22|0|0:17:59|0|0:54:47|0|
10|verysupermajia|27|0:56:22|0:06:35|0|0:16:13|0|0:17:36|1|0:46:22|1|
11|o_sharp|27|0:57:01|0:07:22|0|0:10:01|0|0:20:39|0|0:52:01|1|
12|cenyk1230|27|0:59:21|0:10:33|0|0:13:00|0|0:22:27|1|0:39:21|3|
13|cuiaoxiang|27|1:00:31|0:16:50|0|0:18:18|0|0:12:37|1|0:35:31|4|
14|maoxm|27|1:00:34|0:08:47|0|0:10:47|0|0:27:32|0|0:55:34|1|
15|lympanda|27|1:01:11|0:10:55|1|0:12:57|0|0:29:15|0|0:46:11|2|
16|geek_geek|27|1:01:15|0:07:47|0|0:09:34|0|0:51:15|0|0:45:57|2|
17|robertford|27|1:01:24|0:07:34|0|0:09:53|0|0:14:36|0|0:46:24|3|
18|williamljb|27|1:02:55|0:12:50|0|0:14:18|0|0:18:42|0|0:47:55|3|
19|csferng|27|1:03:09|0:08:26|0|0:10:11|0|0:21:42|0|0:48:09|3|
20|dreamoon|27|1:05:46|0:09:20|0|0:11:27|0|0:17:54|0|0:50:46|3|
21|seraph1212|27|1:05:50|0:08:53|0|0:11:48|0|0:19:14|0|1:00:50|1|
22|Jupitron|27|1:06:45|0:42:20|0|0:46:05|0|0:56:44|0|1:06:45|0|
23|__Chaos__|27|1:06:55|0:09:06|0|0:10:19|0|0:18:35|0|0:36:55|6|
24|yunkun|27|1:07:31|0:07:20|0|0:09:29|0|0:19:14|0|0:47:31|4|
25|chasonzhao|27|1:10:11|0:09:58|0|0:13:26|0|0:29:32|0|1:05:11|1|
26|anorange0409|27|1:11:15|0:06:53|0|0:08:55|0|0:14:09|2|0:46:15|3|
27|patrickm|27|1:11:36|0:11:00|0|0:13:43|0|0:21:01|0|0:56:36|3|
28|awice|27|1:13:22|0:07:47|0|0:10:54|0|0:12:22|1|0:28:22|8|
29|x____x|27|1:13:59|0:09:18|0|1:08:59|1|0:24:18|0|1:02:13|0|
30|wangxlsb|27|1:14:01|0:08:34|0|0:11:38|0|0:20:59|1|0:59:01|2|
31|学徒|27|1:14:13|0:08:41|0|0:10:17|0|0:22:58|0|1:14:13|0|
32|jzjsuper|27|1:14:56|0:09:35|0|0:11:45|0|0:54:56|2|0:37:35|2|
33|donnod|27|1:19:26|0:23:07|0|0:08:39|0|0:17:59|0|0:59:26|4|
34|szp14|27|1:20:25|0:12:30|0|0:16:16|0|0:31:21|0|1:10:25|2|
35|purkyston|27|1:20:55|0:24:53|0|0:26:37|0|0:37:39|2|1:05:55|1|
36|qb_2008|27|1:20:57|0:06:36|0|0:08:55|0|0:20:23|0|1:10:57|2|
37|terranw|27|1:22:30|0:09:40|0|0:14:14|0|0:27:56|0|1:17:30|1|
38|flowmemo|27|1:23:07|0:10:49|0|0:14:43|0|0:27:20|1|1:08:07|2|
