Rank Name Score Finish Time Q1 (3) Q2 (5) Q3 (6) Q4 (7)
1|neal_wu|21|0:23:19|0:08:06|0|0:11:04|0|0:05:22|0|0:23:19|0|
2|badgergo|21|0:38:59|0:03:12|0|0:05:02|0|0:16:46|1|0:33:59|0|
3|uwi|21|0:40:45|0:02:20|0|0:08:20|0|0:14:05|0|0:35:45|1|
4|sheepforever|21|0:43:58|0:02:19|0|0:07:09|0|0:21:44|1|0:38:58|0|
5|yubowenok|21|0:44:34|0:02:30|0|0:05:49|0|0:09:21|0|0:44:34|0|
6|OTTFF|21|0:46:21|0:09:06|0|0:10:01|0|0:18:34|0|0:46:21|0|
7|Laurant|21|0:46:43|0:07:08|0|0:04:31|0|0:15:26|0|0:46:43|0|
8|SaveVMK|21|0:46:47|0:03:30|0|0:07:21|0|0:46:47|0|0:26:32|0|
9|liouzhou_101|21|0:48:11|0:01:51|0|0:10:14|0|0:17:47|0|0:43:11|1|
10|natsugiri|21|0:50:14|0:01:54|0|0:05:43|0|0:17:05|0|0:50:14|0|
11|zipei2124|21|0:54:06|0:54:06|0|0:51:35|0|0:39:27|0|0:27:06|0|
12|szp14|21|0:55:51|0:24:40|0|0:24:31|0|0:29:18|0|0:55:51|0|
13|gongtiansu|21|0:56:55|0:06:00|0|0:10:08|0|0:24:07|1|0:51:55|0|
14|daltao|21|0:57:20|0:05:35|0|0:10:46|0|0:23:35|0|0:47:20|2|
15|superluminal|21|0:57:51|0:04:15|0|0:06:17|0|0:26:45|1|0:52:51|0|
16|ZhongnianTao|21|1:01:14|0:03:57|0|0:14:23|0|0:17:35|0|1:01:14|0|
17|ihalbmond|21|1:02:47|0:54:39|0|0:56:48|0|1:02:47|0|1:02:02|0|
18|Windsfantasy6|21|1:10:46|0:04:00|1|0:06:18|0|1:00:46|0|0:45:20|1|
19|RwbTw7VcSkaFETGr|21|1:13:53|0:36:57|1|0:05:29|0|1:03:53|1|0:30:56|0|
20|pernekhan|21|1:18:29|0:07:53|0|0:28:13|0|0:36:58|0|1:18:29|0|
21|rickytheta|21|1:18:36|0:02:13|0|0:13:16|1|0:27:36|0|1:13:36|0|
22|alpha_null|21|1:18:52|0:06:18|2|0:11:14|0|0:24:33|0|1:08:52|0|
23|ningwei|21|1:21:12|0:06:30|0|0:21:29|0|1:21:12|0|0:46:53|0|
24|ghooths|21|1:22:22|0:04:46|0|0:14:13|0|0:33:49|0|1:17:22|1|
25|raft|21|1:24:13|0:10:03|0|0:15:31|0|0:29:49|0|1:24:13|0|
26|Sd-Invol|21|1:25:31|0:01:04|0|0:05:30|0|0:38:28|0|1:10:31|3|
27|nevergiveup|21|1:28:06|0:08:03|0|0:10:35|0|0:58:28|0|1:28:06|0|
28|beet|21|1:29:19|0:04:01|0|0:07:14|0|1:24:03|0|1:29:19|0|
29|jokerkeny|21|1:29:57|0:10:54|0|0:17:13|0|0:37:42|0|1:29:57|0|
30|yenshiw|21|1:30:39|0:14:03|3|0:19:16|0|0:46:23|1|1:10:39|0|
31|cuiwanyun|21|1:32:15|0:08:24|1|0:16:44|0|0:40:33|0|1:27:15|0|
