Rank Name Score Finish Time Q1 (4) Q2 (6) Q3 (7) Q4 (8)
1|nhho|25|0:24:44|0:02:54|0|0:08:08|0|0:14:53|0|0:24:44|0|
2|superluminal|25|0:27:57|0:03:58|0|0:11:29|0|0:16:36|0|0:27:57|0|
3|lihuoran|25|0:28:28|0:04:19|0|0:13:08|0|0:18:46|0|0:28:28|0|
4|JOHNKRAM|25|0:39:48|0:04:30|0|0:10:15|1|0:21:25|0|0:34:48|0|
5|yubowenok|25|0:41:18|0:03:41|0|0:11:27|0|0:25:06|0|0:41:18|0|
6|merryl|25|0:42:45|0:07:14|0|0:13:25|0|0:26:02|0|0:42:45|0|
7|uwi|25|0:44:21|0:03:52|0|0:09:29|0|0:22:35|0|0:34:21|2|
8|crazymerlyn|25|0:44:59|0:12:39|0|0:37:58|0|0:44:59|0|0:29:53|0|
9|jieshentzuai|25|0:45:40|0:03:06|0|0:19:34|0|0:28:47|0|0:45:40|0|
10|nevergiveup|25|0:45:44|0:03:39|0|0:12:01|0|0:20:25|0|0:45:44|0|
11|googlweknoall|25|0:46:44|0:06:45|0|0:14:05|0|0:46:44|0|0:34:25|0|
12|gofb|25|0:46:56|0:04:16|0|0:22:04|1|0:30:50|0|0:41:56|0|
13|mchandy36|25|0:49:23|0:07:01|0|0:19:25|1|0:27:05|0|0:39:23|1|
14|mcginn|25|0:52:28|0:04:29|0|0:11:55|0|0:29:25|0|0:47:28|1|
15|joon_young|25|0:56:23|0:51:23|0|0:47:17|0|0:38:31|1|0:07:48|0|
16|YangZhenjian|25|0:57:00|0:04:06|0|0:19:29|0|0:27:18|1|0:52:00|0|
17|hubo1016|25|0:59:08|0:06:54|0|0:16:13|0|0:31:54|1|0:49:08|1|
18|pedro|25|1:00:05|0:07:02|0|0:17:04|0|0:31:59|0|0:55:05|1|
19|PKUGoodSpeed|25|1:00:17|0:09:05|1|0:18:55|0|0:27:43|0|0:55:17|0|
20|natsugiri|25|1:01:07|0:15:53|0|0:31:06|1|0:44:42|0|0:56:07|0|
21|yichihchan|25|1:02:11|0:03:42|0|0:16:43|1|0:37:43|1|0:52:11|0|
22|shdut|25|1:03:51|0:48:51|0|0:45:57|2|0:37:32|1|0:24:35|0|
23|cai_lw|25|1:04:10|0:07:34|0|0:29:24|0|0:27:31|0|0:59:10|1|
24|swordfeng|25|1:06:58|0:05:18|0|0:31:39|0|0:43:21|0|1:06:58|0|
