Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|mo-ran-kong|18|0:22:33|0:01:09|0|0:06:20|0|0:11:42|1|0:17:33|0|
2|arignote|18|0:23:25|0:02:09|0|0:06:09|0|0:13:39|0|0:23:25|0|
3|thenymphsofdelphi|18|0:26:35|0:01:26|0|0:05:30|0|0:09:51|0|0:21:35|1|
4|tiger2005|18|0:28:08|0:01:11|0|0:04:36|0|0:28:08|0|0:18:25|0|
5|uwi|18|0:28:14|0:07:01|0|0:05:09|0|0:12:57|0|0:23:14|1|
6|emthrm|18|0:28:41|0:01:46|0|0:10:46|0|0:17:05|0|0:28:41|0|
7|wifiii|18|0:29:19|0:01:08|0|0:06:22|1|0:21:06|0|0:24:19|0|
8|hank55663|18|0:32:27|0:01:09|0|0:08:27|1|0:12:02|0|0:22:27|1|
9|rfpermen|18|0:32:29|0:01:36|0|0:10:18|0|0:21:25|0|0:32:29|0|
10|A_Le_K|18|0:32:47|0:01:46|0|0:18:18|0|0:12:19|0|0:32:47|0|
11|olimpo|18|0:34:10|0:01:44|0|0:08:17|0|0:22:25|0|0:34:10|0|
12|awice|18|0:35:49|0:03:51|0|0:04:48|0|0:09:58|0|0:25:49|2|
13|kmjp|18|0:35:59|0:01:10|0|0:07:35|0|0:11:46|0|0:30:59|1|
14|qwnjc|18|0:36:04|0:02:46|0|0:11:05|0|0:36:04|0|0:29:20|0|
15|dreamoon|18|0:36:39|0:08:31|0|0:06:31|0|0:13:42|0|0:31:39|1|
16|Tlatoani|18|0:38:45|0:01:54|0|0:07:17|1|0:11:03|0|0:33:45|0|
17|1926-08-17|18|0:39:20|0:10:00|0|0:08:19|0|0:23:31|0|0:39:20|0|
18|lucifer1005|18|0:40:50|0:01:23|0|0:07:07|0|0:17:51|0|0:40:50|0|
19|zqy1018|18|0:41:25|0:01:55|0|0:15:29|0|0:28:15|0|0:41:25|0|
20|JOHNKRAM|18|0:43:19|0:01:33|0|0:06:04|0|0:11:04|1|0:33:19|1|
21|tonylukamumu|18|0:44:11|0:02:27|0|0:12:26|1|0:19:51|0|0:39:11|0|
22|heyshb|18|0:44:14|0:01:30|0|0:16:50|0|0:44:14|0|0:33:39|0|
23|nots0fast|18|0:44:45|0:09:39|0|0:08:02|0|0:26:37|0|0:44:45|0|
24|Heltion|18|0:45:19|0:01:12|0|0:06:38|1|0:11:57|0|0:35:19|1|
25|kirika-comp|18|0:47:56|0:02:08|1|0:07:45|0|0:21:19|0|0:42:56|0|
26|ling-jian-2012|18|0:49:10|0:02:01|0|0:08:20|0|0:19:40|0|0:44:10|1|
27|acw_yxc|18|0:49:22|0:01:33|0|0:09:18|0|0:18:40|0|0:49:22|0|
28|SaveVMK|18|0:49:38|0:03:21|1|0:07:18|0|0:12:54|0|0:44:38|0|
29|DickLearning|18|0:49:49|0:02:01|0|0:10:44|1|0:17:45|0|0:44:49|0|
30|zcgzcgzcg|18|0:49:52|0:01:30|0|0:07:09|0|0:14:37|0|0:44:52|1|
31|Ujimatsu_Chiya|18|0:49:57|0:01:51|0|0:36:19|0|0:24:27|0|0:49:57|0|
32|wyj20154348|18|0:50:30|0:13:16|0|0:45:30|0|0:23:37|0|0:10:25|1|
33|vipjml|18|0:50:49|0:02:17|0|0:10:44|0|0:24:41|0|0:50:49|0|
34|1015634|18|0:51:07|0:02:46|0|0:12:00|0|0:46:07|0|0:39:36|1|
35|qingczha|18|0:51:48|0:02:28|0|0:11:15|1|0:28:47|0|0:41:48|1|
36|TryoneTry|18|0:52:23|0:02:56|0|0:11:13|0|0:21:49|0|0:37:23|3|
37|_DAle_|18|0:54:56|0:01:40|0|0:08:43|0|0:23:22|0|0:54:56|0|
38|tsreaper|18|0:56:24|0:02:58|0|0:13:33|1|0:21:15|0|0:46:24|1|
39|Roka|18|0:56:25|0:02:09|0|0:09:18|1|0:16:51|0|0:41:25|2|
40|aging|18|0:57:34|0:02:22|0|0:14:02|0|0:35:36|0|0:57:34|0|
41|Minori|18|0:59:39|0:02:25|0|0:14:13|0|0:22:57|0|0:54:39|1|
42|Willem_C|18|1:00:02|0:02:33|0|0:14:51|0|0:29:13|0|0:55:02|1|
43|ZhuolinYang|18|1:00:14|0:04:39|0|0:16:27|0|0:40:14|0|0:32:30|4|
44|radiancesheep|18|1:02:32|0:01:40|0|0:07:53|0|0:20:28|0|0:57:32|1|
45|ychzhou|18|1:02:50|0:05:47|0|0:13:25|0|0:34:13|0|0:57:50|1|
46|tabr|18|1:02:52|0:01:49|0|0:11:08|0|0:47:52|1|0:40:31|2|
47|foobar_withgoogle|18|1:03:36|0:08:44|0|0:58:36|0|0:49:02|0|0:32:11|1|
48|huangyuyang|18|1:04:28|0:02:01|0|0:17:03|0|0:12:41|1|0:49:28|2|
49|darrenhp|18|1:04:55|0:02:33|0|0:12:14|0|0:54:55|0|0:37:06|2|
50|rgb234rgb|18|1:05:48|0:01:47|0|0:06:22|0|0:18:29|0|1:05:48|0|
