Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
159|ToTea|18|0:49:39|0:03:57|0|0:08:32|1|0:15:22|0|0:39:39|1|
160|SupervisorMayHap|18|0:49:43|0:02:54|0|0:05:45|0|0:15:04|1|0:34:43|2|
161|xiuyuan-cao|18|0:49:48|0:02:48|0|0:04:27|0|0:05:56|0|0:39:48|2|
162|txingml|18|0:49:49|0:02:37|0|0:04:52|1|0:16:11|1|0:39:49|0|
163|CrhnbP|18|0:49:52|0:03:36|0|0:11:26|0|0:23:44|0|0:49:52|0|
164|aranzRdX8G|18|0:49:53|0:06:50|0|0:11:13|0|0:18:20|0|0:49:53|0|
165|ZelKnow|18|0:49:55|0:39:50|0|0:39:41|0|0:39:35|0|0:44:55|1|
166|bnlvv|18|0:50:27|0:36:49|0|0:37:48|0|0:40:15|0|0:50:27|0|
167|clairesworld111|18|0:50:37|0:30:37|0|0:26:19|0|0:24:52|1|0:16:38|3|
168|zhenliang153|18|0:50:39|0:04:17|0|0:08:12|0|0:24:16|2|0:40:39|0|
169|AC_Mikoto|18|0:50:43|0:05:02|0|0:10:45|0|0:19:40|0|0:45:43|1|
170|hopeful-i3habi15me|18|0:50:47|0:01:40|0|0:03:33|0|0:13:13|0|0:45:47|1|
171|hcpv5|18|0:51:25|0:04:07|0|0:07:01|0|0:17:19|1|0:46:25|0|
172|shreyd01|18|0:51:30|0:02:51|0|0:12:03|0|0:17:51|1|0:46:30|0|
173|G9qTcpNfwQ|18|0:51:35|0:03:40|0|0:06:33|0|0:16:32|0|0:46:35|1|
174|nitss|18|0:51:40|0:03:06|0|0:06:04|1|0:11:16|1|0:31:40|2|
175|seraph1212|18|0:51:49|0:02:35|0|0:05:22|0|0:25:46|1|0:46:49|0|
176|lucifer1006|18|0:51:54|0:01:14|0|0:02:15|0|0:24:31|1|0:41:54|1|
177|haruka_|18|0:51:56|0:01:59|0|0:04:06|0|0:12:03|0|0:46:56|1|
178|icosa|18|0:52:08|0:24:11|0|0:20:52|1|0:07:37|1|0:42:08|0|
179|Watchout|18|0:52:11|0:03:46|0|0:07:04|0|0:25:19|1|0:47:11|0|
180|winter_dragon|18|0:52:17|0:02:05|0|0:03:54|1|0:11:52|0|0:47:17|0|
181|Alam10|18|0:52:35|0:03:37|0|0:06:41|1|0:42:35|0|0:33:09|1|
182|train_sky|18|0:52:40|0:02:10|0|0:08:37|0|0:23:53|1|0:42:40|1|
183|koy33|18|0:52:43|0:04:16|0|0:08:50|1|0:17:58|0|0:47:43|0|
184|IceTea233|18|0:52:49|0:03:45|0|0:06:59|0|0:22:12|0|0:52:49|0|
185|liuliangcan|18|0:52:50|0:26:44|0|0:28:05|1|0:32:47|1|0:37:50|1|
186|981377660LMT|18|0:53:05|0:02:04|0|0:03:23|0|0:43:05|2|0:38:02|0|
187|fzl_194|18|0:53:14|0:03:42|0|0:18:50|0|0:16:10|0|0:43:14|2|
188|xhunter1412|18|0:53:20|0:04:01|0|0:09:41|0|0:29:51|1|0:48:20|0|
189|yaoyi92|18|0:53:39|0:04:17|0|0:08:15|1|0:14:51|1|0:38:39|1|
190|kuangbin|18|0:53:41|0:02:55|0|0:05:06|0|0:13:27|0|0:43:41|2|
191|chinakevin2023|18|0:53:55|0:04:50|0|0:06:37|0|0:17:30|0|0:53:55|0|
192|simpleson|18|0:54:22|0:02:32|0|0:05:17|0|0:44:22|2|0:32:52|0|
193|wenboz|18|0:54:31|0:03:27|0|0:10:04|1|0:25:53|0|0:49:31|0|
194|never_get_piped|18|0:54:48|0:01:58|0|0:03:55|0|0:12:58|0|0:44:48|2|
195|Rohitrks2003|18|0:54:50|0:02:22|0|0:05:01|0|0:11:39|1|0:39:50|2|
196|wo-shi-qiu-niang|18|0:55:10|0:04:40|0|0:12:01|0|0:28:47|0|0:55:10|0|
197|z1j5y|18|0:55:13|0:02:38|0|0:05:27|0|0:18:48|1|0:50:13|0|
198|__declspec|18|0:55:14|0:04:52|0|0:16:10|1|0:28:49|0|0:45:14|1|
199|inal2012|18|0:55:20|0:02:57|0|0:07:39|0|0:14:08|1|0:50:20|0|
200|ps1p4204196hru|18|0:55:37|0:03:32|0|0:45:37|1|0:25:11|1|0:40:59|0|
201|xymabinogi|18|0:55:42|0:02:02|0|0:04:26|0|0:50:42|0|0:43:52|1|
202|ChihoLam|18|0:55:52|0:03:27|0|0:05:28|0|0:13:16|3|0:40:52|0|
203|CZSNB|18|0:56:08|0:01:34|0|0:03:19|0|0:22:57|3|0:41:08|0|
204|remidinishanth|18|0:56:10|0:02:03|0|0:04:34|0|0:23:13|1|0:51:10|0|
205|damn-glamour|18|0:56:10|0:02:15|0|0:04:45|1|0:25:57|0|0:41:10|2|
206|fredfsh|18|0:56:23|0:03:26|0|0:12:12|1|0:29:35|0|0:51:23|0|
207|mastoori1234|18|0:56:33|0:38:35|0|0:40:36|0|0:46:33|1|0:29:37|1|
208|2499370956|18|0:56:41|0:02:35|0|0:06:08|0|0:25:44|1|0:41:41|2|
209|lydxlx|18|0:56:41|0:02:17|0|0:03:46|0|0:31:25|2|0:46:41|0|
210|piudpie|18|0:56:41|0:02:33|0|0:05:30|0|0:12:21|1|0:46:41|1|
211|xin-xiang-yuan-fang|18|0:56:47|0:02:35|0|0:05:09|0|0:12:17|0|0:46:47|2|
212|leetpolo|18|0:56:59|0:03:44|0|0:09:01|0|0:28:12|0|0:56:59|0|
213|basisas|18|0:57:06|0:02:50|0|0:06:04|0|0:13:21|0|0:42:06|3|
214|xieyt2000|18|0:57:09|0:02:44|0|0:06:22|1|0:16:18|1|0:47:09|0|
215|Shivesh_K|18|0:57:13|0:05:45|0|0:12:24|1|0:21:16|0|0:42:13|2|
216|starchaserli|18|0:57:36|0:43:43|0|0:45:06|0|0:50:10|0|0:57:36|0|
217|sshang|18|0:57:42|0:03:01|0|0:05:41|0|0:20:03|0|0:47:42|2|
218|hahahiehie|18|0:57:44|0:02:24|0|0:05:05|0|0:20:58|2|0:47:44|0|
219|lazyegg_kwy|18|0:58:01|0:02:24|0|0:04:42|0|0:38:54|2|0:48:01|0|
220|whatjjy2521|18|0:58:05|0:02:12|0|0:05:34|1|0:53:05|0|0:41:59|0|
221|heliumhydrogen|18|0:58:14|0:16:24|0|0:19:24|0|0:32:43|1|0:48:14|1|
222|user7570L|18|0:58:25|0:02:47|0|0:06:52|1|0:26:18|0|0:53:25|0|
223|dong-fang-cai-ji|18|0:58:26|0:02:44|0|0:06:34|0|0:27:42|1|0:53:26|0|
224|KLatitude|18|0:58:33|0:02:15|0|0:10:36|0|0:15:44|0|0:48:33|2|
225|panyuji|18|0:58:41|0:03:25|0|0:04:54|0|0:14:49|1|0:48:41|1|
226|daydayUppp|18|0:58:48|0:23:35|0|0:29:07|1|0:24:03|0|0:38:48|3|
227|Fainabi|18|0:58:57|0:07:03|0|0:10:21|0|0:25:07|1|0:53:57|0|
228|syh-n|18|0:58:58|0:05:14|0|0:09:44|0|0:36:19|0|0:58:58|0|
229|xish|18|0:58:58|0:03:29|0|0:08:52|1|0:26:11|0|0:53:58|0|
230|2020uec1653|18|0:59:05|0:02:22|0|0:04:06|0|0:08:57|0|0:54:05|1|
231|Xiao__Jun|18|0:59:12|0:05:45|0|0:08:39|0|0:29:26|0|0:59:12|0|
232|cheng-wei-hao|18|0:59:20|0:03:11|0|0:10:20|2|0:18:32|0|0:44:20|1|
233|agoni-1|18|0:59:34|0:05:27|0|0:07:25|0|0:49:34|2|0:30:03|0|
234|tiankonguse|18|0:59:48|0:03:34|0|0:08:54|0|0:36:03|0|0:54:48|1|
235|laughing-parepvg|18|0:59:52|0:58:04|0|0:58:30|0|0:58:53|0|0:59:52|0|
236|iShubhamRana|18|0:59:53|0:02:14|0|0:07:12|0|0:23:47|0|0:54:53|1|
237|taoz-kc|18|1:00:01|0:02:16|0|0:05:11|1|0:24:35|1|0:45:01|1|
238|eudemonia-4|18|1:00:17|0:02:15|0|0:05:53|0|0:50:17|0|0:33:08|2|
239|freya-6|18|1:00:32|0:30:21|0|0:30:12|0|0:42:10|1|0:50:32|1|
240|tyagsa|18|1:00:33|0:02:32|0|0:05:14|1|0:25:07|0|0:50:33|1|
241|mufti|18|1:01:01|0:02:25|0|0:03:47|0|0:51:01|2|0:40:48|0|
242|farmerboy|18|1:01:04|0:02:30|0|0:04:29|0|0:23:09|1|0:56:04|0|
243|migo-tian|18|1:01:08|0:23:59|0|0:24:31|2|0:23:33|0|0:46:08|1|
244|luchy0120|18|1:01:36|0:03:14|0|0:05:29|0|0:11:47|0|0:51:36|2|
245|ljy-r|18|1:01:44|0:14:25|0|0:18:39|0|0:31:57|0|1:01:44|0|
246|KYtBNhVQR6|18|1:01:47|0:02:34|0|0:07:13|0|0:25:56|1|0:51:47|1|
247|pasricha_dhruv|18|1:01:47|0:01:44|0|0:03:26|0|0:30:22|3|0:46:47|0|
248|tonghuikang|18|1:01:59|0:02:01|0|0:03:44|0|0:41:14|1|0:51:59|1|
249|chao-ren-x|18|1:01:59|0:09:44|0|0:17:03|1|0:23:50|0|0:56:59|0|
250|wujiang5521|18|1:01:59|0:10:42|0|0:10:46|0|0:21:39|0|0:56:59|1|
251|stormsunshine|18|1:02:14|0:04:44|0|0:04:48|0|0:23:28|1|0:47:14|2|
252|the-chenergy|18|1:02:14|0:02:45|0|0:07:23|1|0:26:35|1|0:47:14|1|
253|w285714|18|1:02:16|0:01:30|0|0:03:27|1|0:18:04|1|0:42:16|2|
254|osr|18|1:02:18|0:01:38|0|0:03:48|0|0:28:18|2|0:47:18|1|
255|chenyifanthu|18|1:02:21|0:07:42|0|0:10:08|0|0:16:51|0|0:52:21|2|
256|danzhi|18|1:02:21|0:04:20|0|0:07:18|0|0:35:09|1|0:57:21|0|
257|huanglanzhiguan|18|1:02:25|0:01:21|0|0:04:03|0|0:20:04|1|0:52:25|1|
258|mattrl|18|1:02:31|0:04:20|0|0:07:14|0|0:18:34|2|0:37:31|3|
259|angelbeats|18|1:02:42|0:03:16|0|0:06:32|0|0:44:38|0|0:57:42|1|
260|shabes|18|1:02:50|0:09:42|1|0:09:28|0|0:29:02|0|0:57:50|0|
261|Night_Shade|18|1:02:52|0:02:01|0|0:06:21|1|0:16:23|0|0:47:52|2|
262|nice-diffiehzt|18|1:02:54|0:02:49|0|0:08:22|0|0:22:23|0|0:57:54|1|
263|thedude7181|18|1:03:02|0:01:49|0|0:04:28|0|0:32:23|1|0:53:02|1|
264|dldfj|18|1:03:09|0:06:50|0|0:08:50|2|0:13:28|0|0:43:09|2|
265|bangbangwo|18|1:03:17|0:02:59|0|0:08:20|0|0:13:46|0|0:48:17|3|
266|LoHhhha|18|1:03:24|0:02:57|0|0:07:38|1|0:21:05|0|0:53:24|1|
267|charming-almeidafsz|18|1:03:43|0:07:30|0|0:06:08|0|0:48:43|2|0:42:49|1|
268|neocleoid|18|1:04:01|0:03:59|0|0:09:00|1|0:42:29|0|0:59:01|0|
269|elgir|18|1:04:02|0:02:33|0|0:04:51|0|0:23:41|1|0:54:02|1|
270|ywwbill|18|1:04:22|0:02:37|0|0:05:07|0|0:31:09|0|1:04:22|0|
271|abdulrahman27|18|1:04:31|0:02:19|0|0:12:23|0|0:10:23|0|0:54:31|2|
272|NerdyCoder|18|1:04:34|0:02:14|0|0:05:12|1|0:13:54|0|0:54:34|1|
273|agoodloser|18|1:04:44|0:07:55|1|0:09:44|0|0:37:27|1|0:54:44|0|
274|shi-yu-11|18|1:05:04|0:11:30|0|0:17:44|0|0:27:51|0|1:05:04|0|
275|timetoai|18|1:05:11|0:02:27|0|0:35:11|3|0:15:27|1|0:28:59|2|
276|luo-qian-cheng|18|1:05:15|0:05:10|0|0:10:56|1|0:43:11|1|0:55:15|0|
277|gidbft|18|1:05:25|0:37:35|0|0:38:27|0|0:55:25|0|0:48:37|2|
278|musing-clarkeeae|18|1:05:31|0:04:54|0|0:08:02|0|1:00:31|1|0:34:26|0|
