Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (5)
240|bluesky999|17|0:38:04|0:02:48|0|0:12:52|0|0:22:31|0|0:38:04|0|
241|timothygao8710|17|0:38:05|0:06:20|0|0:10:50|0|0:21:42|1|0:28:05|1|
242|azzbcc|17|0:38:09|0:04:07|0|0:07:22|0|0:33:09|1|0:18:48|0|
243|hust_dhc|17|0:38:14|0:02:18|0|0:05:41|1|0:13:24|2|0:18:14|1|
244|ksk642|17|0:38:20|0:03:51|0|0:12:53|1|0:27:02|0|0:33:20|0|
245|samay_var|17|0:38:24|0:01:59|0|0:04:53|0|0:09:53|0|0:33:24|1|
246|wnjxyk|17|0:38:24|0:02:42|0|0:06:40|0|0:12:53|0|0:33:24|1|
247|zoulc|17|0:38:35|0:02:46|0|0:07:52|1|0:18:12|1|0:28:35|0|
248|craybabylovefatdeer|17|0:38:36|0:01:56|0|0:04:20|1|0:14:40|0|0:23:36|2|
249|seanli-oi|17|0:38:39|0:02:05|0|0:06:09|0|0:19:21|1|0:28:39|1|
250|_dc|17|0:38:48|0:09:52|0|0:13:37|0|0:27:42|0|0:38:48|0|
251|kai-chieh|17|0:38:48|0:01:50|0|0:06:40|1|0:16:20|0|0:23:48|2|
252|bingbingbingbingbingtang|17|0:38:54|0:01:49|0|0:06:33|0|0:14:11|0|0:33:54|1|
253|NormalWhw|17|0:39:21|0:04:03|0|0:08:35|0|0:17:09|0|0:34:21|1|
254|seeean|17|0:39:21|0:08:57|0|0:22:59|1|0:19:40|1|0:29:21|0|
255|nociIantro|17|0:39:22|0:03:13|0|0:06:14|0|0:20:12|0|0:34:22|1|
256|husilan|17|0:39:38|0:02:40|0|0:07:41|0|0:20:00|0|0:39:38|0|
257|AdamTai|17|0:39:48|0:02:05|0|0:07:34|0|0:14:30|0|0:29:48|2|
258|xi-zhao-wu-bian|17|0:39:53|0:31:19|0|0:34:53|0|0:22:54|1|0:29:25|0|
259|GoldenShadow5|17|0:39:54|0:08:05|0|0:21:31|0|0:31:02|0|0:39:54|0|
260|bill10391|17|0:40:05|0:01:45|0|0:05:26|1|0:35:05|0|0:19:05|0|
261|IIIIIIII|17|0:40:13|0:04:40|0|0:10:15|0|0:25:07|0|0:35:13|1|
262|alexlin87|17|0:40:14|0:07:58|1|0:11:25|0|0:23:51|0|0:35:14|0|
263|beyondaymk|17|0:40:23|0:06:15|0|0:16:31|1|0:27:39|0|0:35:23|0|
