Rank Name Score Finish Time Q1 (4) Q2 (5) Q3 (6) Q4 (8)
1|uwi|23|0:19:56|0:03:57|0|0:08:43|0|0:14:36|0|0:19:56|0|
2|__Chaos__|23|0:23:41|0:17:47|0|0:23:41|0|0:09:50|0|0:05:02|0|
3|neal_wu|23|0:26:45|0:03:39|0|0:07:37|0|0:12:46|0|0:21:45|1|
4|kmjp|23|0:27:42|0:03:46|0|0:10:30|0|0:15:08|1|0:22:42|0|
5|nhho|23|0:27:51|0:05:06|0|0:09:56|0|0:19:27|0|0:27:51|0|
6|nathanl3|23|0:29:04|0:04:06|0|0:09:15|0|0:22:55|0|0:29:04|0|
7|satanic0258|23|0:30:08|0:05:24|0|0:13:18|0|0:18:22|0|0:30:08|0|
8|beet|23|0:31:35|0:08:48|0|0:14:24|0|0:22:18|0|0:31:35|0|
9|nevergiveup|23|0:32:40|0:06:01|0|0:14:29|0|0:24:51|0|0:32:40|0|
10|catalin7|23|0:33:35|0:04:41|0|0:16:55|0|0:23:18|0|0:33:35|0|
11|fuzhe|23|0:34:01|0:29:01|0|0:26:13|1|0:20:26|0|0:20:35|0|
12|JOHNKRAM|23|0:34:04|0:03:05|0|0:07:58|0|0:14:17|0|0:24:04|2|
13|facelessvoid|23|0:35:05|0:06:21|0|0:16:06|0|0:24:43|1|0:30:05|0|
14|liouzhou_101|23|0:36:59|0:03:27|0|0:14:01|1|0:20:54|0|0:31:59|0|
15|sheepforever|23|0:37:11|0:12:01|0|0:23:02|0|0:29:09|0|0:37:11|0|
16|leetcoder289|23|0:37:27|0:06:14|0|0:16:04|0|0:20:21|1|0:32:27|0|
17|hitonanode|23|0:39:16|0:10:11|1|0:20:15|0|0:25:55|0|0:34:16|0|
18|SaveVMK|23|0:40:34|0:06:32|0|0:18:18|1|0:22:28|0|0:35:34|0|
19|huizew|23|0:40:40|0:05:03|0|0:16:34|0|0:25:16|0|0:40:40|0|
20|lukaszkakol|23|0:40:57|0:06:33|0|0:15:33|0|0:20:58|1|0:35:57|0|
21|nosrpku|23|0:41:07|0:07:18|0|0:17:33|0|0:23:45|0|0:41:07|0|
22|Aragog|23|0:41:15|0:31:29|0|0:12:36|0|0:24:12|0|0:41:15|0|
23|zerotrac2|23|0:41:20|0:04:56|0|0:11:54|0|0:22:02|0|0:41:20|0|
24|okaduki|23|0:41:22|0:09:25|0|0:24:45|0|0:31:39|0|0:41:22|0|
25|x____x|23|0:41:29|0:07:25|0|0:41:29|0|0:15:00|0|0:27:59|0|
26|vipjml|23|0:42:34|0:05:50|0|0:22:18|0|0:28:10|0|0:42:34|0|
27|daodao-2|23|0:42:42|0:11:16|1|0:17:37|0|0:23:48|0|0:32:42|1|
28|arknave|23|0:42:50|0:03:54|0|0:21:19|3|0:22:50|1|0:15:14|0|
29|mikit|23|0:43:12|0:05:18|0|0:18:36|0|0:30:33|1|0:38:12|0|
30|xhuaoe|23|0:43:39|0:07:26|0|0:18:26|0|0:28:15|0|0:43:39|0|
31|Aging|23|0:43:52|0:05:31|0|0:14:24|0|0:24:00|0|0:38:52|1|
32|superluminal|23|0:44:16|0:03:48|0|0:11:34|0|0:20:30|0|0:44:16|0|
33|wjli|23|0:44:28|0:03:05|0|0:08:31|0|0:19:32|2|0:29:28|1|
34|@_deleted_user_1a9d00f9|23|0:45:21|0:06:39|0|0:15:48|0|0:45:21|0|0:29:17|0|
35|hanhsienhuang|23|0:45:47|0:06:46|0|0:19:06|0|0:29:47|0|0:40:47|1|
36|Dymonchyk|23|0:46:19|0:04:13|0|0:13:27|0|0:20:24|0|0:31:19|3|
