Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|JOHNKRAM|18|0:13:17|0:01:04|0|0:04:59|0|0:11:18|0|0:13:17|0|
2|arignote|18|0:14:34|0:01:31|0|0:06:45|0|0:12:20|0|0:14:34|0|
3|uwi|18|0:15:18|0:01:18|0|0:15:18|0|0:08:27|0|0:11:12|0|
4|Felerius|18|0:15:47|0:02:13|0|0:05:21|0|0:10:57|0|0:15:47|0|
5|Heltion|18|0:16:45|0:01:10|0|0:05:25|0|0:09:49|0|0:16:45|0|
6|Tlatoani|18|0:18:54|0:02:20|0|0:08:35|0|0:16:15|0|0:18:54|0|
7|smax|18|0:19:58|0:01:49|0|0:07:03|1|0:12:18|0|0:14:58|0|
8|sfiction|18|0:22:59|0:01:12|0|0:06:41|0|0:17:59|1|0:17:33|0|
9|tian-tang-6|18|0:23:17|0:01:11|0|0:07:14|0|0:14:36|1|0:18:17|0|
10|hank55663|18|0:23:47|0:01:10|0|0:05:04|0|0:11:06|2|0:13:47|0|
11|tabr|18|0:23:49|0:05:32|0|0:09:12|0|0:15:52|0|0:23:49|0|
12|Kude|18|0:25:38|0:01:49|0|0:07:45|0|0:13:54|0|0:25:38|0|
13|dreamoon|18|0:25:44|0:01:56|0|0:07:48|0|0:13:40|0|0:25:44|0|
14|qwnjc|18|0:26:35|0:01:14|0|0:08:03|0|0:16:09|0|0:26:35|0|
15|TsReaper|18|0:26:54|0:01:45|0|0:08:19|0|0:17:00|0|0:26:54|0|
16|A_Le_K|18|0:27:05|0:01:31|0|0:09:31|0|0:17:14|0|0:27:05|0|
17|Mip182|18|0:27:53|0:01:31|0|0:06:15|0|0:21:11|0|0:27:53|0|
18|lIlIlIl|18|0:27:58|0:02:04|0|0:06:56|0|0:13:08|0|0:22:58|1|
19|superj|18|0:28:01|0:28:01|0|0:26:38|0|0:20:20|0|0:10:29|0|
20|htedsv-i|18|0:28:16|0:01:47|0|0:07:22|0|0:20:16|0|0:28:16|0|
21|xh286286|18|0:28:50|0:01:28|0|0:09:28|0|0:16:58|0|0:28:50|0|
22|WJTung|18|0:28:54|0:03:11|0|0:09:15|0|0:23:14|0|0:28:54|0|
23|aging|18|0:28:58|0:01:05|0|0:09:35|0|0:17:34|0|0:28:58|0|
24|jonathanirvings|18|0:29:06|0:01:15|0|0:05:18|0|0:19:48|1|0:24:06|0|
25|liouzhou_101|18|0:29:46|0:00:44|0|0:07:48|1|0:15:24|1|0:19:46|0|
26|qingczha|18|0:30:11|0:06:26|0|0:06:40|0|0:30:11|0|0:20:59|0|
27|yan_wei_zhe|18|0:30:13|0:01:35|0|0:11:49|0|0:18:49|0|0:30:13|0|
28|raincoat911|18|0:30:27|0:02:14|0|0:12:16|0|0:25:07|0|0:30:27|0|
29|Roka|18|0:30:52|0:01:26|0|0:14:56|1|0:20:41|0|0:25:52|0|
30|fanzhh|18|0:31:14|0:01:11|0|0:14:02|0|0:26:49|0|0:31:14|0|
31|ykx_akks|18|0:31:31|0:01:25|0|0:07:55|0|0:15:54|1|0:26:31|0|
32|_-_-_-|18|0:31:37|0:01:05|0|0:07:05|0|0:27:55|0|0:31:37|0|
33|yash30201|18|0:31:45|0:01:23|0|0:09:44|0|0:22:01|0|0:31:45|0|
34|tommyjiang|18|0:31:47|0:01:17|0|0:09:20|0|0:18:31|0|0:31:47|0|
35|kzyKT|18|0:32:14|0:01:15|0|0:06:26|0|0:14:12|0|0:32:14|0|
36|ddoudle|18|0:32:28|0:00:50|0|0:05:54|0|0:18:58|0|0:32:28|0|
37|tiger2005|18|0:32:37|0:01:06|0|0:04:57|0|0:11:48|0|0:27:37|1|
