Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|uwi|18|0:23:38|0:01:17|0|0:06:54|0|0:11:00|0|0:23:38|0|
2|tiger2005|18|0:29:35|0:01:13|0|0:29:35|0|0:06:53|0|0:23:57|0|
3|kybconnor|18|0:29:54|0:29:54|0|0:28:30|0|0:24:08|0|0:17:06|0|
4|tsreaper|18|0:33:28|0:01:15|0|0:06:55|0|0:13:02|0|0:33:28|0|
5|lucifer1005|18|0:34:30|0:01:17|0|0:05:57|0|0:11:09|0|0:34:30|0|
6|wnjxyk|18|0:36:51|0:02:13|0|0:08:29|0|0:16:04|0|0:36:51|0|
7|ykx_akks|18|0:40:35|0:02:20|0|0:12:18|0|0:18:24|0|0:40:35|0|
8|SaveVMK|18|0:41:30|0:04:10|0|0:11:25|0|0:16:35|0|0:41:30|0|
9|DylanSmith|18|0:42:48|0:02:09|0|0:08:29|0|0:15:10|0|0:42:48|0|
10|acw_yxc|18|0:43:18|0:01:21|0|0:09:29|0|0:16:38|0|0:43:18|0|
11|milesian-c|18|0:43:20|0:02:39|0|0:08:27|0|0:16:41|0|0:43:20|0|
12|Ujimatsu_Chiya|18|0:43:40|0:01:24|0|0:06:10|0|0:12:57|0|0:38:40|1|
13|Time-Limit|18|0:43:48|0:01:17|0|0:05:10|0|0:13:40|0|0:38:48|1|
14|icyphere|18|0:43:55|0:03:40|0|0:08:34|0|0:21:58|0|0:43:55|0|
15|skywalkert|18|0:43:56|0:02:47|0|0:21:18|1|0:08:16|0|0:38:56|0|
16|liouzhou_101|18|0:45:24|0:00:58|0|0:07:09|0|0:18:06|0|0:45:24|0|
17|nevergiveup|18|0:46:34|0:01:57|0|0:08:01|0|0:14:57|0|0:46:34|0|
18|w285714|18|0:46:40|0:01:21|0|0:06:46|0|0:13:16|0|0:46:40|0|
19|shinbay|18|0:47:17|0:01:46|0|0:12:18|0|0:18:52|0|0:47:17|0|
20|han3000|18|0:49:40|0:02:42|0|0:08:27|0|0:17:49|0|0:49:40|0|
21|myheimu|18|0:50:01|0:02:29|0|0:04:53|0|0:13:00|0|0:50:01|0|
22|IBle4ivChI|18|0:52:44|0:03:00|0|0:15:57|0|0:25:31|0|0:52:44|0|
23|zhzho|18|0:53:35|0:01:40|0|0:12:05|1|0:21:12|0|0:48:35|0|
24|krists|18|0:53:45|0:53:45|0|0:51:13|0|0:46:21|0|0:39:12|0|
25|14417335|18|0:54:25|0:24:19|0|0:20:59|0|0:10:15|0|0:54:25|0|
26|user6987q|18|0:54:25|0:01:50|0|0:12:04|1|0:16:58|0|0:44:25|1|
27|T12LISwaEd|18|0:54:39|0:02:22|0|0:10:06|0|0:22:16|0|0:54:39|0|
28|GCYeh|18|0:54:54|0:01:49|0|0:10:14|0|0:17:44|0|0:54:54|0|
29|Roka|18|0:55:22|0:02:26|0|0:25:57|3|0:18:02|0|0:40:22|0|
30|lxylxy123456|18|0:55:32|0:02:24|0|0:13:54|1|0:25:42|0|0:50:32|0|
31|qqwqert007|18|0:56:05|0:01:16|0|0:07:18|0|0:23:34|0|0:56:05|0|
32|xi-jun-xiao-zi|18|0:56:28|0:01:58|0|0:14:07|0|0:22:40|0|0:56:28|0|
33|foxtail|18|0:57:05|0:03:30|0|0:15:09|0|0:26:35|0|0:57:05|0|
34|Hexadecimal|18|0:57:23|0:02:31|0|0:12:27|0|0:19:02|0|0:57:23|0|
35|1015634|18|0:57:26|0:01:09|0|0:05:57|0|0:10:21|0|0:52:26|1|
36|radiancesheep|18|0:58:42|0:01:41|0|0:11:14|0|0:17:29|0|0:58:42|0|
37|sun-man-man|18|1:00:01|0:01:43|0|0:07:58|0|0:18:23|0|1:00:01|0|
38|lddlinan|18|1:00:10|0:01:22|0|0:08:03|0|0:13:24|0|1:00:10|0|
39|vibrant-mayerhct|18|1:01:01|0:01:46|0|0:06:40|1|0:13:18|0|0:56:01|0|
40|_DAle_|18|1:01:46|0:02:02|0|0:15:14|0|0:23:19|0|1:01:46|0|
41|for-you-9|18|1:02:03|0:13:13|0|0:23:58|1|0:30:05|0|0:57:03|0|
42|x____x|18|1:02:11|0:02:33|0|0:09:32|0|0:17:02|0|0:57:11|1|
43|nhanlun|18|1:02:20|0:02:28|0|0:07:38|0|0:20:46|0|1:02:20|0|
44|oldyan|18|1:02:44|0:01:51|0|0:11:13|1|0:21:40|0|0:57:44|0|
45|jiegec|18|1:02:59|0:04:48|0|0:16:47|1|0:29:37|0|0:57:59|0|
46|JeffreyLC|18|1:03:47|0:01:38|0|0:17:53|0|0:28:22|0|1:03:47|0|
47|please_AC|18|1:03:52|0:02:08|0|0:09:00|0|0:24:06|1|0:58:52|0|
48|huaji035|18|1:04:01|0:06:27|0|0:23:20|1|0:33:12|0|0:59:01|0|
49|JiaLiLue|18|1:05:26|0:01:40|0|0:09:57|0|0:17:21|0|1:05:26|0|
50|0ffers|18|1:05:33|0:01:55|0|0:17:54|0|0:30:25|0|1:05:33|0|
51|chiro_11|18|1:05:52|0:01:23|0|0:08:10|0|0:16:07|0|1:00:52|1|
52|setsunachyan|18|1:06:06|0:02:32|0|0:10:28|0|0:20:15|0|1:01:06|1|
53|kretash|18|1:06:38|0:02:13|0|0:11:08|0|0:22:41|0|1:01:38|1|
54|nicku5011|18|1:06:56|0:01:28|0|0:04:24|0|0:11:17|0|1:01:56|1|
55|julianzhao0101|18|1:07:25|0:01:57|0|0:08:08|0|0:18:36|0|1:07:25|0|
56|playingspent|18|1:09:40|0:03:02|0|0:10:20|0|0:18:48|0|1:04:40|1|
57|winter_training|18|1:10:36|0:02:38|0|0:11:27|0|0:22:50|0|1:10:36|0|
58|yuan_love_mm|18|1:11:01|0:03:39|0|0:20:42|0|0:27:07|0|1:11:01|0|
59|arignote|18|1:11:10|0:03:30|0|0:12:05|0|0:20:09|0|1:11:10|0|
60|737|18|1:11:11|1:06:11|0|1:04:39|1|0:49:17|0|0:41:40|0|
61|mirosuaf|18|1:11:23|0:01:57|0|0:17:15|1|0:26:24|0|1:06:23|0|
62|Monologue-S|18|1:11:56|0:03:08|0|0:14:36|1|0:29:33|0|1:06:56|0|
63|progbeat|18|1:12:07|0:02:16|0|0:10:17|0|0:17:20|0|1:07:07|1|
64|knarf|18|1:12:25|0:02:03|0|0:09:31|0|0:16:33|0|1:07:25|1|
65|LighTcml|18|1:12:37|0:02:23|0|0:11:18|1|0:16:20|0|1:07:37|0|
66|koishi514|18|1:12:55|0:01:12|0|0:12:56|0|0:23:43|1|1:02:55|1|
67|ga-beng-cui-7|18|1:13:15|0:02:22|0|0:18:58|0|0:31:23|0|1:13:15|0|
68|winter_dragon|18|1:15:20|0:01:08|0|0:05:40|0|0:11:34|0|1:00:20|3|
69|kphmd|18|1:15:22|0:02:23|0|0:16:37|0|0:26:13|0|1:15:22|0|
70|idealism|18|1:15:25|0:03:42|0|0:12:56|0|0:25:19|0|1:15:25|0|
71|yangy-4|18|1:16:10|0:01:41|0|0:10:46|0|0:19:40|0|1:16:10|0|
72|scut_dell|18|1:16:14|0:01:53|0|0:20:26|0|0:12:32|0|1:16:14|0|
73|ling-jian-2012|18|1:16:25|0:02:21|0|0:06:03|1|0:12:55|0|0:56:25|3|
74|Chasey|18|1:17:23|0:01:43|0|0:09:50|1|0:19:08|0|1:12:23|0|
75|1926-08-17|18|1:18:27|0:01:30|0|0:31:13|1|0:15:02|0|1:13:27|0|
76|khoray|18|1:18:58|0:02:18|0|0:14:52|0|1:08:58|0|0:57:27|2|
77|john801205|18|1:19:04|0:02:32|0|0:12:32|0|0:22:31|0|1:19:04|0|
78|voidmaina|18|1:20:40|0:01:49|0|0:04:45|0|0:16:57|0|1:15:40|1|
79|lu-fei-xm|18|1:21:29|0:14:30|0|0:25:11|0|0:35:59|0|1:21:29|0|
80|tansongchen|18|1:21:34|0:04:21|1|0:16:09|0|0:28:18|0|1:11:34|1|
81|changeme|18|1:22:00|0:07:16|1|0:18:59|0|0:33:52|0|1:17:00|0|
82|Dengxj|18|1:22:12|0:03:02|0|0:10:01|0|0:20:45|0|1:22:12|0|
83|nameless-chessfoot|18|1:22:15|0:01:59|0|0:26:42|0|0:19:33|2|1:12:15|0|
84|yrclamb|18|1:22:20|0:02:44|0|0:33:48|0|0:25:11|0|1:22:20|0|
85|chuan-chih|18|1:22:25|0:04:50|0|0:24:22|0|0:37:48|0|1:22:25|0|
86|LeviZhang1993|18|1:23:22|0:04:57|0|0:13:08|0|0:19:08|0|1:18:22|1|
87|ddoudle|18|1:23:32|0:03:03|0|0:06:19|0|0:18:17|0|1:23:32|0|
88|xh286286|18|1:24:28|0:02:46|0|0:14:12|1|0:19:16|0|1:09:28|2|
89|Denzed|18|1:24:58|0:04:56|0|0:16:55|0|0:28:30|0|1:19:58|1|
90|samcpp|18|1:25:45|0:02:20|0|0:12:35|0|0:26:57|0|1:15:45|2|
91|HanaYukii|18|1:25:52|0:02:47|0|0:09:22|0|0:19:53|0|1:10:52|3|
92|newhar|18|1:25:57|0:02:16|0|1:10:57|2|0:24:20|0|1:02:55|1|
93|A_Le_K|18|1:26:06|0:02:41|0|0:21:59|0|0:34:10|0|1:26:06|0|
94|weak|18|1:26:21|0:06:01|0|0:18:25|0|0:35:12|1|1:21:21|0|
95|user8622H|18|1:26:29|0:03:02|0|0:12:48|0|0:27:54|0|1:26:29|0|
96|simon1024|18|1:27:26|0:04:18|1|0:16:28|0|0:22:32|0|1:22:26|0|
97|ChihoLam|18|1:27:40|0:02:18|0|0:16:02|1|0:26:22|0|1:22:40|0|
98|Asagi|18|1:28:24|0:02:33|0|0:18:56|0|0:33:30|0|1:28:24|0|
99|DBabichev|18|1:29:20|0:05:28|0|0:22:49|0|0:37:31|0|1:29:20|0|
100|changoi|18|1:29:36|0:02:13|0|0:12:59|0|0:21:34|0|1:24:36|1|
101|66brother|18|1:29:42|0:02:08|0|0:05:09|0|0:12:07|0|1:29:42|0|
102|bitetheD4T|18|1:29:57|0:03:05|0|0:16:33|0|0:24:48|0|1:14:57|3|
103|seeean|18|1:30:39|0:02:05|0|0:14:06|0|0:28:01|0|1:25:39|1|
104|totijain|18|1:31:23|0:02:07|0|0:09:04|0|0:17:07|0|1:26:23|1|
105|fpeterfalvi|18|1:31:55|0:09:12|1|0:32:34|1|0:46:55|0|1:21:55|0|
106|kkdrummer|18|1:32:23|0:03:37|0|0:26:06|3|0:37:07|0|1:17:23|0|
107|stler|18|1:32:49|0:02:19|0|0:21:06|0|0:38:37|0|1:22:49|2|
108|zhudiwei|18|1:32:57|0:02:59|0|0:14:42|2|0:22:31|0|1:22:57|0|
