Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (7)
1|Heltion|19|0:28:55|0:03:30|0|0:10:07|1|0:07:28|0|0:23:55|0|
2|JOHNKRAM|19|0:30:22|0:05:12|0|0:07:29|1|0:11:30|0|0:25:22|0|
3|natsugiri|19|0:31:36|0:04:54|0|0:08:48|1|0:13:41|0|0:26:36|0|
4|uwi|19|0:35:25|0:02:55|0|0:05:43|0|0:10:02|0|0:30:25|1|
5|superluminal|19|0:36:01|0:03:46|0|0:05:47|1|0:09:58|0|0:31:01|0|
6|jtjl|19|0:43:25|0:03:16|0|0:05:57|1|0:14:16|0|0:38:25|0|
7|kzyKT|19|0:45:09|0:03:28|0|0:08:36|1|0:13:37|0|0:35:09|1|
8|azukun|19|0:47:30|0:04:45|0|0:08:44|1|0:16:06|0|0:37:30|1|
9|SaveVMK|19|0:48:12|0:03:13|0|0:06:27|1|0:11:38|1|0:38:12|0|
10|tian-tang-6|19|0:51:36|0:04:04|0|0:07:12|1|0:11:07|0|0:36:36|2|
11|Xiaohao1211|19|0:51:44|0:13:53|0|0:09:49|1|0:21:13|0|0:46:44|0|
12|zqy1018|19|0:52:49|0:03:28|0|0:07:05|1|0:14:39|1|0:37:49|1|
13|hitonanode|19|0:54:07|0:04:15|0|0:05:03|1|0:08:19|1|0:39:07|1|
14|thuczh|19|0:55:40|0:04:07|0|0:07:43|0|0:18:45|0|0:50:40|1|
15|LayCurse|19|0:58:24|0:04:58|0|0:08:49|1|0:14:19|1|0:38:24|2|
16|qwnjc|19|0:58:46|0:07:13|0|0:15:53|1|0:25:43|0|0:53:46|0|
17|kmjp|19|1:01:14|0:02:00|1|0:04:25|1|0:09:41|0|0:41:14|2|
18|A_Le_K|19|1:01:58|0:03:58|0|0:09:25|1|0:15:25|0|0:56:58|0|
19|zcgzcgzcg|19|1:02:36|0:04:27|0|0:09:37|1|0:14:22|1|0:42:36|2|
20|hahahiehie|19|1:04:11|0:07:18|0|0:15:08|1|0:22:07|0|0:54:11|1|
21|wisdompeak|19|1:04:13|0:04:12|0|0:13:39|0|0:20:37|0|0:59:13|1|
22|NEU20133823|19|1:06:12|0:03:11|0|0:08:47|2|0:13:11|1|0:41:12|2|
23|lozy219|19|1:06:23|0:08:26|0|0:12:16|1|0:18:47|0|1:01:23|0|
24|14417335|19|1:07:12|0:34:07|0|0:30:05|0|0:10:49|0|1:07:12|0|
25|szp14|19|1:08:15|0:03:21|0|0:08:04|1|0:13:48|0|0:58:15|1|
26|superj|19|1:08:54|0:07:21|0|0:10:56|1|0:15:32|0|0:53:54|2|
27|Codeless|19|1:08:56|0:07:28|0|0:16:49|0|0:29:14|0|1:08:56|0|
28|bei-ji-guang-1|19|1:09:50|0:30:08|0|0:34:04|1|0:42:25|0|1:04:50|0|
29|ychzhou|19|1:09:57|0:07:03|0|0:11:15|1|0:18:36|1|0:54:57|1|
30|Dshawn|19|1:10:02|0:08:18|0|0:12:00|1|0:16:44|1|0:55:02|1|
31|HanaYukii|19|1:11:45|0:07:36|0|0:15:22|1|0:21:15|2|0:56:45|0|
32|yan_wei_zhe|19|1:12:49|0:06:13|0|0:11:07|1|0:29:38|1|1:02:49|0|
33|milesian-c|19|1:13:46|0:05:31|0|0:10:40|1|0:18:56|1|1:03:46|0|
34|acst|19|1:14:10|0:06:29|0|0:12:11|0|0:18:57|0|1:14:10|0|
35|wnjxyk|19|1:14:42|0:06:12|0|0:15:06|2|0:22:13|0|0:54:42|2|
36|lx1374327576|19|1:15:13|0:05:59|0|0:10:46|0|0:19:22|1|1:05:13|1|
37|awice|19|1:15:21|0:02:34|0|0:11:04|1|0:13:29|2|0:45:21|3|
38|cntsmf|19|1:16:10|0:07:12|0|0:13:31|1|0:21:03|0|1:01:10|2|
39|Hewitt_1570|19|1:16:51|0:25:49|0|0:06:46|1|0:15:44|2|0:56:51|1|
40|sleepybag|19|1:17:31|0:05:22|0|0:09:37|0|0:17:30|0|1:12:31|1|
41|MMMMMMoSky|19|1:17:54|0:07:28|0|0:10:46|1|0:18:57|0|0:52:54|4|
42|ASAPIN|19|1:19:09|0:08:46|0|0:11:19|0|0:18:38|2|0:49:09|4|
43|OTTFF|19|1:19:22|0:06:43|0|0:12:06|1|0:20:42|0|0:59:22|3|
44|fallleaves01|19|1:19:56|0:36:03|0|0:05:10|1|0:13:11|0|1:04:56|2|
45|n3therite|19|1:20:30|0:03:04|0|0:05:51|2|0:16:25|2|0:50:30|2|
46|llcD_K|19|1:21:26|0:07:52|0|0:13:47|1|0:23:28|0|1:16:26|0|
47|c_czl|19|1:21:47|0:17:18|0|0:28:44|0|0:35:55|0|1:16:47|1|
48|36185712|19|1:22:53|0:05:17|0|0:09:31|0|0:23:15|1|0:57:53|4|
49|foorest|19|1:22:59|0:05:24|0|0:11:26|1|0:18:59|0|1:12:59|1|
50|lddlinan|19|1:24:26|0:03:52|0|0:10:13|0|0:16:44|0|0:59:26|5|
51|SQRPI|19|1:24:44|0:03:32|0|0:06:28|0|0:21:39|2|1:04:44|2|
52|qqwqert007|19|1:24:58|0:03:41|0|0:16:11|1|0:23:16|1|0:59:58|3|
53|raincoat911|19|1:25:05|0:04:16|0|0:28:13|1|0:21:36|0|1:15:05|1|
54|nevergiveup|19|1:25:06|0:03:25|0|0:14:27|1|0:22:19|0|1:10:06|2|
55|LighT-cml|19|1:25:34|0:08:30|0|0:13:21|1|0:18:04|1|1:15:34|0|
56|AMline|19|1:25:40|0:07:58|0|0:16:05|0|0:26:20|0|1:15:40|2|
57|EmKjp|19|1:25:51|0:06:14|0|0:11:45|1|0:22:42|1|1:10:51|1|
58|newhar|19|1:26:01|0:04:06|0|0:13:26|0|0:28:21|0|1:26:01|0|
59|vos-hod|19|1:26:13|0:03:45|0|0:07:45|0|0:16:58|0|1:06:13|4|
60|chenjianxu97|19|1:27:03|0:10:45|1|0:13:48|0|0:18:43|0|0:57:03|5|
61|nguyen_hoanh|19|1:27:04|0:05:02|0|0:15:00|1|0:30:51|1|1:17:04|0|
62|tdteach|19|1:27:33|0:11:33|0|0:17:57|1|0:24:22|0|1:17:33|1|
63|knarf|19|1:29:17|0:09:16|0|0:16:10|0|0:26:46|1|1:19:17|1|
64|Neymars|19|1:29:26|0:14:13|0|0:19:42|1|0:24:46|0|1:24:26|0|
65|cc0408|19|1:31:38|0:13:56|1|0:18:25|1|0:26:33|0|1:21:38|0|
66|huangyuyang|19|1:32:36|0:30:08|0|0:03:45|1|0:08:29|1|0:57:36|5|
67|nthistle|19|1:32:45|0:09:35|0|0:02:24|1|0:07:05|0|1:17:45|2|
68|y0105w49|19|1:32:46|0:07:32|2|0:09:58|1|0:14:33|1|0:42:46|6|
69|huntersjm|19|1:33:02|0:04:19|0|0:18:48|1|0:23:52|0|1:28:02|0|
70|zizhong|19|1:33:12|0:04:39|0|0:09:48|0|0:23:34|0|1:23:12|2|
71|maxpushkarev|19|1:33:17|0:09:45|0|0:17:01|1|0:31:20|1|1:23:17|0|
72|cuiaoxiang|19|1:33:21|0:05:26|1|0:08:11|1|0:12:06|1|1:03:21|3|
73|orthogonal1|19|1:34:19|0:12:19|0|0:18:43|1|0:28:12|2|1:19:19|0|
74|balakrishnan_v|19|1:34:26|1:04:26|0|0:58:21|1|0:52:57|3|0:36:49|2|
75|HDSpray|19|1:35:38|0:09:30|0|0:27:53|1|0:22:09|0|1:25:38|1|
76|yge2|19|1:35:45|0:04:32|0|0:09:16|1|0:15:49|0|1:15:45|3|
77|eureka17|19|1:36:02|0:05:29|0|0:09:37|1|0:15:31|0|1:11:02|4|
78|foxtail|19|1:36:47|0:05:30|0|0:13:48|1|0:27:29|0|1:06:47|5|
79|npuzj|19|1:37:15|0:06:52|1|0:13:31|1|0:27:50|1|1:22:15|0|
80|endlesscheng|19|1:37:25|0:03:09|0|0:07:57|1|0:14:20|1|1:22:25|1|
81|radiancesheep|19|1:38:33|0:08:23|0|0:25:15|1|0:30:13|1|1:23:33|1|
82|xh286286|19|1:39:07|0:04:32|0|0:08:19|1|0:16:49|0|1:24:07|2|
83|ni-tian-shuai-ge-zzy|19|1:41:01|0:08:05|0|0:15:53|0|0:29:48|2|1:21:01|2|
84|lee0560|19|1:41:51|0:06:46|0|0:11:58|1|0:19:47|0|1:16:51|4|
85|Ujimatsu_Chiya|19|1:42:44|0:03:37|0|0:07:12|1|0:16:45|3|1:12:44|2|
86|noxe|19|1:43:26|0:30:58|0|0:05:47|2|0:10:38|1|1:08:26|4|
87|dijks|19|1:43:29|0:05:30|0|0:24:02|1|0:44:57|2|1:28:29|0|
88|ddmike|19|1:44:36|0:05:03|0|0:14:39|0|0:28:04|1|1:29:36|2|
89|ghdhfddhf|19|1:44:37|0:05:58|0|0:10:15|0|0:45:11|3|1:19:37|2|
90|aging|19|1:45:37|0:05:08|0|0:12:01|1|0:19:45|0|1:25:37|3|
91|minhtien_142|19|1:45:57|0:15:10|1|0:23:45|1|0:35:34|2|1:25:57|0|
92|Mike_Chen|19|1:46:32|0:11:45|1|0:15:13|1|0:25:30|0|1:26:32|2|
93|atf|19|1:47:23|0:03:39|1|0:07:28|1|0:12:46|1|1:17:23|3|
94|rowechen|19|1:47:44|0:03:14|0|0:08:54|1|0:16:15|0|1:12:44|6|
95|cloudstrife0142|19|1:47:45|0:06:27|0|0:17:00|2|0:33:30|0|1:27:45|2|
96|EDIEEE|19|1:48:46|0:11:38|0|0:31:00|0|0:17:07|0|1:18:46|6|
97|luchy0120|19|1:49:09|0:03:49|0|0:14:08|2|0:22:08|3|1:14:09|2|
98|zerotrac2|19|1:49:18|0:02:40|0|0:05:48|1|0:11:06|1|1:14:18|5|
99|winter_training|19|1:50:32|0:06:12|0|0:11:08|1|0:18:34|2|1:25:32|2|
100|agoodusername|19|1:51:31|0:06:20|0|0:13:30|1|0:18:39|0|1:21:31|5|
101|jevancc|19|1:52:15|0:02:57|0|0:05:12|1|0:11:12|0|1:17:15|6|
102|bladerunner123|19|1:53:37|0:07:03|0|0:27:30|1|0:21:53|1|1:28:37|3|
103|oldyan|19|1:57:34|0:09:07|0|1:17:34|2|0:34:14|2|1:08:19|4|
104|punit3199|19|1:58:05|0:09:01|0|0:33:32|2|0:41:58|0|1:28:05|4|
105|hamlet_fiis|19|1:59:37|0:10:15|0|0:16:13|0|0:30:33|2|1:29:37|4|
106|naoya_t|19|2:07:01|0:07:40|0|0:13:17|1|0:20:47|1|1:27:01|6|
107|liuyubobobo|19|2:07:24|0:04:50|0|0:11:46|1|0:19:31|0|1:27:24|7|
108|pku_erutan|19|2:10:05|0:04:39|0|0:09:44|1|0:14:41|0|1:25:05|8|
109|please_AC|19|2:14:46|0:03:22|0|0:07:45|0|0:25:21|0|1:29:46|9|
110|smiling-face|19|2:15:15|0:12:45|0|0:21:47|1|0:29:41|1|1:25:15|8|
111|PiggyHead|19|2:49:38|0:17:32|0|0:25:20|1|0:33:05|0|1:29:38|15|
112|xyz_zhzho|19|4:37:29|0:06:29|0|0:32:05|1|0:27:30|1|1:22:29|37|
113|sunsetcolors|16|2:00:39|-1|-1|1:20:39|1|1:08:46|1|0:58:28|6|
114|paigulong|16|2:07:40|-1|-1|1:22:40|2|1:15:39|1|1:04:44|6|
115|layor|14|1:23:33|0:08:28|0|0:18:53|1|-1|-1|1:13:33|1|
116|yeswewillcode|12|0:11:56|0:09:09|0|0:11:56|0|0:06:30|0|-1|-1|
117|Loxis|12|0:13:57|0:04:30|0|0:09:28|0|0:13:57|0|-1|-1|
