Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (7)
170|wanghaocheng|19|0:53:07|0:04:28|0|0:08:30|0|0:34:31|0|0:38:07|3|
171|charming-varahamihira3mb|19|0:53:11|0:02:11|0|0:05:39|1|0:32:00|2|0:38:11|0|
172|xin-140|19|0:53:11|0:00:42|0|0:04:50|1|0:09:43|1|0:33:11|2|
173|user1523H|19|0:53:15|0:09:13|0|0:53:15|0|0:44:40|0|0:42:32|0|
174|mikeqiyh|19|0:53:44|0:43:26|1|0:43:44|1|0:41:27|0|0:40:40|0|
175|CoffeeRex|19|0:53:48|0:12:37|0|0:17:14|0|0:53:26|0|0:53:48|0|
176|meowmeowme0w|19|0:53:51|0:03:14|0|0:16:53|2|0:38:07|1|0:38:51|0|
177|rushinshah_|19|0:53:53|0:05:26|0|0:10:59|0|0:23:39|1|0:43:53|1|
178|goldenglow|19|0:53:57|0:01:20|0|0:11:53|0|0:18:20|0|0:38:57|3|
179|time-v5|19|0:54:00|0:02:59|0|0:13:25|0|0:25:08|0|0:54:00|0|
180|fuwutu|19|0:54:02|0:02:55|0|0:07:45|0|0:21:50|0|0:44:02|2|
181|ajinkya1p3|19|0:54:04|0:01:49|0|0:07:13|0|0:18:34|0|0:39:04|3|
182|jushuai_lfx|19|0:54:12|0:03:00|0|0:12:19|1|0:28:03|0|0:44:12|1|
183|vijaykatari23|19|0:54:21|0:23:06|0|0:23:26|0|0:22:56|0|0:49:21|1|
184|Rad0miR|19|0:54:28|0:16:08|0|0:14:22|0|0:43:44|2|0:44:28|0|
185|ding-fei-5|19|0:54:30|0:01:06|0|0:07:24|0|0:36:36|0|0:49:30|1|
186|Chengqian_Li|19|0:54:34|0:03:31|1|0:21:13|0|0:38:30|0|0:49:34|0|
187|park6|19|0:54:42|0:02:55|0|0:11:20|0|0:32:16|0|0:49:42|1|
188|a_c_w_bdxgd|19|0:54:44|0:02:39|0|0:08:55|0|0:24:30|1|0:39:44|2|
189|ca_dream|19|0:54:48|0:54:36|0|0:24:40|0|0:54:48|0|0:54:28|0|
190|tiamo-6d|19|0:54:48|0:02:43|0|0:12:40|1|0:24:54|0|0:44:48|1|
191|adityavkrm|19|0:54:52|0:03:01|0|0:14:44|0|0:54:52|0|0:53:47|0|
192|ghj123h|19|0:54:54|0:02:29|0|0:05:23|0|0:28:26|0|0:44:54|2|
193|parag776|19|0:55:02|0:03:38|0|0:16:02|1|0:50:02|0|0:48:56|0|
194|tianhaoyao|19|0:55:03|0:21:27|1|0:27:32|1|0:45:03|0|0:44:52|0|
195|vshilov|19|0:55:28|0:11:30|1|0:18:24|0|0:30:46|1|0:40:28|1|
196|zen-dijkstra7pa|19|0:55:29|0:54:55|0|0:55:03|0|0:55:13|0|0:55:29|0|
197|kind-agnesipe9|19|0:55:30|0:04:07|0|0:31:19|0|0:55:30|0|0:55:07|0|
198|hhuuuu|19|0:55:36|0:02:41|0|0:08:44|0|0:35:36|2|0:35:26|2|
199|Sarthak3204|19|0:55:38|0:03:02|0|0:50:38|0|0:26:05|1|0:44:13|0|
200|switchblade20|19|0:55:39|0:04:25|0|0:14:48|0|0:45:13|2|0:45:39|0|
201|flamboyant-i2aman7jl|19|0:55:51|0:01:19|0|0:07:34|0|0:45:51|2|0:45:32|0|
202|jason7708|19|0:55:57|0:01:57|0|0:07:01|0|0:22:47|0|0:55:57|0|
203|HaoCR123|19|0:55:59|0:02:03|0|0:07:31|0|0:17:49|1|0:45:59|1|
204|gun-duo-zhu-xiao-yu|19|0:56:00|0:03:05|0|0:07:32|0|0:45:47|2|0:46:00|0|
205|cha-na-yong-heng-8u|19|0:56:05|0:01:04|0|0:11:33|0|0:26:11|1|0:51:05|0|
206|nu-li-xue-xi-de-xiao-g|19|0:56:16|0:55:44|0|0:55:26|0|0:56:16|0|0:55:07|0|
207|0222_|19|0:56:21|0:05:37|0|0:11:42|0|0:51:21|0|0:50:48|1|
208|H-R-2004|19|0:56:26|0:07:21|0|0:23:51|1|0:51:26|0|0:50:20|0|
209|abhishek_av|19|0:56:51|0:22:11|0|0:41:38|0|0:55:23|0|0:56:51|0|
210|Wibo|19|0:56:54|0:01:52|0|0:11:25|2|0:36:54|0|0:36:12|2|
211|Om_Ashish_Soni|19|0:57:02|0:15:44|0|0:21:04|0|0:42:18|1|0:52:02|0|
212|markdownjeweler|19|0:57:16|0:04:56|0|0:20:24|0|0:49:31|0|0:57:16|0|
213|WORTH_IT|19|0:57:18|0:03:05|0|0:08:12|0|0:30:29|1|0:47:18|1|
214|shankarlalb|19|0:57:26|0:16:50|0|0:35:03|0|0:17:53|0|0:57:26|0|
215|AndyLead|19|0:57:43|0:03:29|0|0:09:13|0|0:40:36|0|0:57:43|0|
216|Sanath_Kulla|19|0:57:45|0:01:41|0|0:06:54|0|0:31:38|0|0:52:45|1|
217|AnantBansal|19|0:58:32|0:54:46|0|0:54:38|0|0:54:30|0|0:58:32|0|
218|anant_jain_01|19|0:58:35|0:04:23|0|0:17:44|0|0:53:35|0|0:52:30|1|
219|Yash9890|19|0:58:54|0:04:01|1|0:18:56|0|0:34:29|0|0:48:54|1|
220|Mohil09|19|0:58:56|0:01:38|0|0:10:55|2|0:17:52|0|0:48:56|0|
221|Stealthbreed|19|0:59:00|0:15:07|0|0:24:01|0|0:41:00|0|0:59:00|0|
222|power1011|19|0:59:14|0:08:00|0|0:24:07|0|0:58:05|0|0:59:14|0|
223|sgdfbahjbhbaisdufg|19|0:59:15|0:02:44|0|0:14:52|0|0:29:08|1|0:54:15|0|
224|pku_erutan|19|0:59:20|0:00:57|0|0:06:41|0|0:20:48|2|0:44:20|1|
225|sveng101|19|0:59:20|0:03:58|0|0:11:47|0|0:58:24|0|0:59:20|0|
226|GabPua|19|0:59:21|0:02:04|0|0:05:56|0|0:14:11|0|0:39:21|4|
227|grundy_number|19|0:59:21|0:09:37|0|0:14:39|0|0:22:49|0|0:59:21|0|
228|thesycat|19|0:59:23|0:02:52|0|0:13:49|3|0:36:50|1|0:39:23|0|
229|jzz2002|19|0:59:28|0:59:28|0|0:56:29|0|0:39:26|0|0:39:43|0|
230|latstars|19|0:59:31|0:05:14|0|0:54:31|0|0:24:42|0|0:43:43|1|
231|priceless-margulismpb|19|0:59:38|0:02:40|0|0:09:30|0|0:18:39|1|0:49:38|1|
232|yogman_amitkr|19|0:59:44|0:06:43|0|0:13:18|0|0:26:08|0|0:54:44|1|
233|notSayeef|19|0:59:44|0:01:54|0|0:14:34|0|0:25:23|1|0:49:44|1|
234|cwallisch|19|0:59:47|0:13:04|0|0:26:14|0|0:59:03|0|0:59:47|0|
235|philip2207|19|0:59:54|0:13:48|0|0:31:40|1|0:53:44|0|0:54:54|0|
236|CoderQ1234|19|0:59:57|0:06:59|0|0:18:09|0|0:54:27|1|0:54:57|0|
237|Pras28|19|0:59:58|0:01:40|0|0:10:08|1|0:44:41|2|0:44:58|0|
238|ou-hai-ziJHu23dNZ|19|1:00:09|0:01:53|0|0:10:05|0|0:44:30|0|0:55:09|1|
239|YNU-20201060305-chenyimang|19|1:00:10|0:02:53|0|0:07:38|0|0:49:43|2|0:50:10|0|
240|deepak022|19|1:00:28|0:02:26|0|0:16:29|0|0:29:19|0|0:55:28|1|
241|yangxm|19|1:00:33|0:02:22|0|0:14:42|1|0:45:33|0|0:44:56|2|
242|lian-xu-han-shu|19|1:00:33|0:21:51|1|0:20:13|0|0:20:08|0|0:55:33|0|
243|la-mu|19|1:00:37|0:06:54|0|0:10:17|1|0:16:40|0|0:50:37|1|
244|H3PMo12O40|19|1:00:43|0:10:09|0|0:25:35|2|0:49:26|0|0:50:43|0|
245|bold-noyceaz0|19|1:00:52|0:05:09|1|0:07:39|0|0:24:34|1|0:45:52|1|
246|serialcomder|19|1:00:54|0:04:53|0|0:11:32|0|0:22:11|0|0:45:54|3|
247|andy-d7|19|1:00:54|0:06:45|0|0:21:43|2|0:50:54|0|0:50:36|0|
248|calmestleader9|19|1:01:08|0:03:48|1|0:10:29|0|0:24:45|2|0:46:08|0|
249|shadymansour19|19|1:01:12|0:21:09|0|1:01:12|0|0:40:14|0|0:52:49|0|
250|socrates1232|19|1:01:14|0:02:29|0|0:08:45|0|0:34:24|0|0:56:14|1|
251|ja235711|19|1:01:32|0:02:22|0|0:18:14|2|0:28:04|0|0:51:32|0|
252|Assassin-Killer|19|1:01:32|0:05:04|0|0:10:19|0|0:51:32|0|0:51:22|2|
253|shawnxi|19|1:01:35|0:01:24|0|0:09:37|0|0:35:57|2|0:51:35|0|
254|non_deterministic|19|1:01:36|0:20:44|1|0:38:18|1|0:46:36|0|0:46:23|1|
255|oamuuvyi|19|1:01:37|0:04:26|0|0:13:59|1|0:56:28|0|0:56:37|0|
256|actuh|19|1:01:38|0:02:02|0|0:14:26|1|0:51:38|0|0:51:32|1|
257|loxa_|19|1:01:43|0:26:57|0|0:28:24|0|0:30:37|1|0:56:43|0|
258|azesx|19|1:01:46|0:03:00|0|0:09:42|0|0:46:32|3|0:46:46|0|
259|bei-chen-ex|19|1:01:49|0:03:15|0|0:08:33|0|0:46:34|3|0:46:49|0|
260|vrintle|19|1:02:04|0:21:49|0|0:42:04|0|0:35:03|0|0:33:32|4|
261|tu-ran-gai-ming|19|1:02:06|0:07:23|0|0:12:28|0|0:33:56|0|1:02:06|0|
262|WhatElseIsThere|19|1:02:26|0:03:53|0|0:12:47|0|0:57:09|1|0:57:26|0|
263|chauhanharsh643|19|1:02:29|0:03:42|0|0:11:25|0|0:35:03|0|1:02:29|0|
264|devangsvaghani|19|1:02:37|0:09:00|1|0:18:23|0|0:38:54|0|0:57:37|0|
265|cklzzz|19|1:02:42|0:05:07|0|0:18:21|0|0:34:04|1|0:52:42|1|
266|death_of_might|19|1:02:50|0:04:37|0|0:10:18|0|0:24:28|1|0:52:50|1|
267|Chasey|19|1:03:10|0:01:26|0|0:22:26|2|0:27:52|2|0:38:10|1|
268|prathameshdshinde53|19|1:03:16|0:35:24|0|0:31:27|0|0:27:26|0|1:03:16|0|
269|alexlin87|19|1:03:24|0:04:51|0|0:16:47|0|0:32:07|0|1:03:24|0|
270|mbakin|19|1:03:25|0:02:49|0|0:23:36|0|0:36:43|1|0:48:25|2|
271|dgzhn|19|1:03:31|0:02:15|0|0:06:28|0|0:23:38|2|0:43:31|2|
272|LoHhhha|19|1:03:34|0:01:14|0|0:07:59|0|0:27:21|1|0:58:34|0|
273|Abhi_Srivastava|19|1:03:35|0:02:32|1|0:12:30|1|0:27:11|0|0:43:35|2|
274|cro_poder|19|1:03:42|1:03:31|0|1:03:42|0|1:02:13|0|1:01:29|0|
